Player,Nation,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position_2,Position,League
Neil El Aynaoui,FRA,Lens,22,2001,17.4,37,20,13,20,4,20,46,43.5,26,20,6,14,32,69,21,1,,Midfielder,Ligue 1
Sardar Azmoun,IRN,Roma,28,1995,6.5,8,5,2,5,1,4,8,50.0,4,4,1,3,3,11,6,1,Midfielder,Forward,Serie A
César Azpilicueta,ESP,Atlético Madrid,33,1989,15.8,25,14,15,9,1,12,19,63.2,7,25,6,19,16,41,46,0,,Defender,La Liga
Paulo Azzi,BRA,Cagliari,29,1994,10.6,19,11,10,6,3,9,18,50.0,9,11,2,9,16,35,23,0,Midfielder,Defender,Serie A
Oussama El Azzouzi,MAR,Bologna,22,2001,6.1,12,7,4,5,3,7,14,50.0,7,8,2,6,6,18,12,0,,Midfielder,Serie A
Abdellah Baallal,MAR,Clermont Foot,18,2004,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,Midfielder,Ligue 1
Iddrisu Baba,GHA,Almería,27,1996,15.9,46,26,27,18,1,17,39,43.6,22,20,6,14,11,57,27,2,,Midfielder,La Liga
Srđan Babić,SRB,Almería,27,1996,1.0,2,2,0,2,0,1,1,100.0,0,1,1,0,0,2,2,0,,Defender,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Shavy Babicka,GAB,Toulouse,23,2000,4.1,11,8,2,7,2,2,5,40.0,3,6,1,5,0,11,2,0,Midfielder,Forward,Ligue 1
Aliou Badara Baldé,GUI,Nice,20,2002,0.8,4,1,0,3,1,1,1,100.0,0,2,1,1,3,7,0,0,Defender,Forward,Ligue 1
Loïc Bade,FRA,Sevilla,23,2000,25.3,65,41,53,12,0,30,49,61.2,19,23,15,8,38,103,116,2,,Defender,La Liga
Milan Badelj,CRO,Genoa,34,1989,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,101,54,1,,Midfielder,Serie A
Matthias Bader,GER,Darmstadt 98,26,1997,20.0,51,25,32,11,8,33,65,50.8,32,22,4,18,25,76,20,0,Midfielder,Defender,Bundesliga
Benoît Badiashile,FRA,Chelsea,22,2001,14.9,21,15,12,9,0,9,14,64.3,5,21,14,7,18,39,66,2,,Defender,Premier League
Alex Baena,ESP,Villarreal,22,2001,28.7,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,Forward,Midfielder,La Liga
Jaime Báez,URU,Frosinone,28,1995,5.6,4,1,0,2,2,0,7,0.0,7,5,0,5,4,8,1,0,Midfielder,Forward,Serie A
Nicola Bagnolini,ITA,Bologna,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Leon Bailey,JAM,Aston Villa,25,1997,23.0,13,7,7,4,2,5,20,25.0,15,18,1,17,9,22,6,0,Forward,Midfielder,Premier League
Eric Bailly,CIV,Villarreal,29,1994,9.3,5,3,4,1,0,2,2,100.0,0,8,8,0,9,14,38,2,,Defender,La Liga
Stefan Bajcetic,ESP,Liverpool,18,2004,0.3,4,1,3,1,0,3,5,60.0,2,0,0,0,0,4,0,0,,Midfielder,Premier League
Nedim Bajrami,ALB,Sassuolo,24,1999,14.6,13,6,6,3,4,5,13,38.5,8,5,1,4,6,19,8,0,Forward,Midfielder,Serie A
Cédric Bakambu,COD,Betis,32,1991,2.2,1,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,,Forward,La Liga
Tiemoué Bakayoko,FRA,Lorient,28,1994,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1,,Midfielder,Ligue 1
Mitchel Bakker,NED,Atalanta,23,2000,4.2,7,3,6,1,0,2,12,16.7,10,5,0,5,3,10,6,0,,Defender,Serie A
Ridle Baku,GER,Wolfsburg,25,1998,22.4,37,20,24,7,6,21,46,45.7,25,27,1,26,21,58,45,1,Midfielder,Defender,Bundesliga
Dilane Bakwa,FRA,Strasbourg,20,2002,24.2,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,Midfielder,Forward,Ligue 1
Tommaso Baldanzi,ITA,Empoli,20,2003,8.3,4,2,1,1,2,3,10,30.0,7,7,0,7,2,6,0,0,Forward,Midfielder,Serie A
Tommaso Baldanzi,ITA,Roma,20,2003,5.8,9,5,3,4,2,1,1,100.0,0,2,0,2,0,9,4,0,Midfielder,Forward,Serie A
Alejandro Balde,ESP,Barcelona,19,2003,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,,Defender,La Liga
George Baldock,GRE,Sheffield Utd,30,1993,10.8,18,10,10,7,1,6,15,40.0,9,14,8,6,10,28,33,0,,Defender,Premier League
Carlos Baleba,CMR,Brighton,19,2004,14.7,40,20,17,19,4,23,46,50.0,23,35,7,28,18,58,30,3,,Midfielder,Premier League
Carlos Baleba,CMR,Lille,19,2004,0.7,6,2,1,4,1,3,4,75.0,1,0,0,0,2,8,0,0,,Midfielder,Ligue 1
Leonardo Balerdi,ARG,Marseille,24,1999,25.2,79,50,55,23,1,49,67,73.1,18,38,15,23,51,130,91,0,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Iván Balliu,ALB,Rayo Vallecano,31,1992,31.9,44,31,20,24,0,22,39,56.4,17,27,11,16,29,73,66,1,,Defender,La Liga
Fodé Ballo-Touré,SEN,Fulham,26,1997,0.8,4,2,1,3,0,1,2,50.0,1,1,0,1,3,7,2,0,Midfielder,Defender,Premier League
Folarin Balogun,USA,Monaco,22,2001,18.8,12,4,3,8,1,5,13,38.5,8,10,0,10,3,15,4,0,,Forward,Ligue 1
Jonathan Bamba,CIV,Celta Vigo,27,1996,22.0,14,9,4,8,2,2,17,11.8,15,20,0,20,18,32,12,0,Forward,Midfielder,La Liga
Mohamed Bamba,CIV,Lorient,21,2001,12.6,14,9,3,8,3,4,10,40.0,6,7,1,6,2,16,3,0,,Forward,Ligue 1
Samuel Bamba,GER,Dortmund,19,2004,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,,Forward,Bundesliga
Lameck Banda,ZAM,Lecce,22,2001,15.0,27,23,11,12,4,7,21,33.3,14,18,0,18,3,30,7,0,,Forward,Serie A
Daniel Bandeira,POR,Hellas Verona,23,2000,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,9,0,,Midfielder,Serie A
Mamady Bangré,BFA,Toulouse,22,2001,1.1,4,2,2,2,0,3,4,75.0,1,0,0,0,4,8,3,0,Midfielder,Forward,Ligue 1
Mattia Bani,ITA,Genoa,29,1993,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,48,116,1,,Defender,Serie A
Léo Baptistão,BRA,Almería,30,1992,20.4,25,16,12,8,5,9,25,36.0,16,13,1,12,11,36,22,0,,Forward,La Liga
Shandon Baptiste,GRN,Brentford,25,1998,2.5,4,4,2,2,0,1,5,20.0,4,5,1,4,3,7,6,0,,Midfielder,Premier League
Antonín Barák,CZE,Fiorentina,28,1994,9.0,6,2,1,3,2,3,7,42.9,4,5,0,5,2,8,4,0,Forward,Midfielder,Serie A
Valentín Barco,ARG,Brighton,19,2004,3.4,11,5,4,5,2,6,8,75.0,2,3,0,3,4,15,3,1,Forward,Defender,Premier League
Bradley Barcola,FRA,Lyon,20,2002,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,,Forward,Ligue 1
Bradley Barcola,FRA,Paris S-G,20,2002,15.2,34,16,12,13,9,7,25,28.0,18,27,2,25,10,44,13,1,Midfielder,Forward,Ligue 1
Melvin Bard,FRA,Nice,22,2000,29.5,69,38,28,30,11,37,63,58.7,26,46,12,34,42,111,46,0,,Defender,Ligue 1
Nicolò Barella,ITA,Inter,26,1997,31.6,46,30,17,20,9,19,63,30.2,44,31,1,30,10,56,12,1,,Midfielder,Serie A
Kike Barja,ESP,Osasuna,26,1997,3.4,6,2,2,2,2,3,8,37.5,5,2,1,1,2,8,2,0,Midfielder,Forward,La Liga
Ross Barkley,ENG,Luton Town,29,1993,29.1,47,19,16,21,10,11,48,22.9,37,25,9,16,25,72,51,2,,Midfielder,Premier League
Aymen Barkok,MAR,Mainz 05,25,1998,3.6,9,5,2,6,1,3,6,50.0,3,7,0,7,2,11,1,0,Forward,Midfielder,Bundesliga
Harvey Barnes,ENG,Newcastle Utd,25,1997,8.9,6,1,3,2,1,1,2,50.0,1,1,0,1,5,11,3,0,Midfielder,Forward,Premier League
Leandro Barreiro Martins,LUX,Mainz 05,23,2000,29.0,65,40,19,37,9,30,50,60.0,20,45,16,29,36,101,53,0,,Midfielder,Bundesliga
Enzo Barrenechea,ARG,Frosinone,22,2001,31.2,65,42,28,29,8,28,70,40.0,42,47,12,35,27,92,61,2,,Midfielder,Serie A
Ander Barrenetxea,ESP,Real Sociedad,21,2001,15.9,32,21,7,16,9,10,26,38.5,16,18,1,17,6,38,5,0,Midfielder,Forward,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Pablo Barrios,ESP,Atlético Madrid,20,2003,17.3,45,25,15,29,1,19,40,47.5,21,20,3,17,28,73,24,2,,Midfielder,La Liga
Davide Bartesaghi,ITA,Milan,17,2005,0.9,2,0,1,1,0,2,4,50.0,2,1,1,0,0,2,7,0,Midfielder,Defender,Serie A
Marc Bartra,ESP,Betis,32,1991,2.5,4,3,3,1,0,4,5,80.0,1,3,1,2,3,7,10,0,,Defender,La Liga
Federico Baschirotto,ITA,Lecce,26,1996,36.6,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1,,Defender,Serie A
Steven Baseya,FRA,Strasbourg,18,2005,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,,Defender,Ligue 1
Chris Basham,ENG,Sheffield Utd,35,1988,3.6,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0,Midfielder,Defender,Premier League
Toma Bašić,CRO,Salernitana,26,1996,12.9,20,13,10,9,1,10,27,37.0,17,18,6,12,14,34,29,0,,Midfielder,Serie A
Calvin Bassey,NGA,Fulham,23,1999,25.6,49,29,33,15,1,21,29,72.4,8,32,11,21,28,77,84,4,,Defender,Premier League
Alessandro Bastoni,ITA,Inter,24,1999,25.2,46,33,31,12,3,26,40,65.0,14,25,11,14,23,69,48,1,,Defender,Serie A
Simone Bastoni,ITA,Empoli,26,1996,8.3,22,13,12,7,3,11,22,50.0,11,8,0,8,11,33,18,0,Defender,Midfielder,Serie A
Augusto Batalla,ARG,Granada,27,1996,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,2,,Goalkeeper,La Liga
Daniel Batz,GER,Mainz 05,32,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,Goalkeeper,Bundesliga
Maximilian Bauer,GER,Augsburg,23,2000,9.0,19,12,13,4,2,9,17,52.9,8,14,8,6,11,30,30,1,,Defender,Bundesliga
Elias Baum,GER,Eint Frankfurt,17,2005,0.3,1,0,0,0,1,0,0,0,0,3,2,1,0,1,1,0,Midfielder,Defender,Bundesliga
Oliver Baumann,GER,Hoffenheim,33,1990,34.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,19,2,,Goalkeeper,Bundesliga
Christoph Baumgartner,AUT,RB Leipzig,23,1999,12.9,26,13,10,12,4,14,38,36.8,24,20,1,19,5,31,14,0,Forward,Midfielder,Bundesliga
Bebé,CPV,Rayo Vallecano,33,1990,2.4,2,2,1,1,0,1,5,20.0,4,1,0,1,0,2,0,0,Forward,Midfielder,La Liga
Ihlas Bebou,TOG,Hoffenheim,29,1994,18.2,22,12,10,8,4,8,16,50.0,8,13,2,11,14,36,15,0,Defender,Forward,Bundesliga
Mohamed Bechikh,FRA,Strasbourg,18,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,Forward,Ligue 1
Adrian Beck,GER,Heidenheim,26,1997,10.8,22,13,8,12,2,9,24,37.5,15,17,0,17,4,26,15,0,Forward,Midfielder,Bundesliga
Owen Beck,WAL,Liverpool,20,2002,0.1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,,Defender,Premier League
Sheraldo Becker,SUR,Real Sociedad,28,1995,8.6,2,2,0,2,0,0,1,0.0,1,3,0,3,1,3,0,0,Midfielder,Forward,La Liga
Sheraldo Becker,SUR,Union Berlin,28,1995,7.2,3,3,0,2,1,0,2,0.0,2,2,0,2,0,3,2,0,Midfielder,Forward,Bundesliga
Chris Bedia,CIV,Union Berlin,27,1996,1.6,2,1,0,2,0,0,1,0.0,1,3,0,3,0,2,2,0,Midfielder,Forward,Bundesliga
Donny van de Beek,NED,Manchester Utd,26,1997,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,Defender,Premier League
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Donny van de Beek,NED,Eint Frankfurt,26,1997,4.0,8,3,3,3,2,3,7,42.9,4,5,1,4,3,11,1,0,Forward,Midfielder,Bundesliga
Yanis Begraoui,MAR,Toulouse,22,2001,3.3,5,3,1,3,1,3,9,33.3,6,4,0,4,5,10,5,0,Midfielder,Forward,Ligue 1
Kevin Behrens,GER,Wolfsburg,32,1991,6.8,2,1,0,1,1,0,2,0.0,2,9,0,9,3,5,6,0,,Forward,Bundesliga
Kevin Behrens,GER,Union Berlin,32,1991,14.0,13,10,3,7,3,1,4,25.0,3,7,2,5,6,19,19,0,,Forward,Bundesliga
Maximilian Beier,GER,Hoffenheim,20,2002,26.9,20,12,5,11,4,4,19,21.1,15,21,1,20,9,29,12,0,Midfielder,Forward,Bundesliga
Jérémie Bela,ANG,Clermont Foot,30,1993,2.3,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0,Forward,Midfielder,Ligue 1
Reda Belahyane,FRA,Hellas Verona,19,2004,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,,Midfielder,Serie A
Reda Belahyane,FRA,Nice,19,2004,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,,Midfielder,Ligue 1
Amari'i Bell,JAM,Luton Town,29,1994,19.1,50,33,30,19,1,22,35,62.9,13,33,15,18,25,75,60,1,,Defender,Premier League
Stefan Bell,GER,Mainz 05,31,1991,7.4,8,8,7,1,0,4,8,50.0,4,7,5,2,6,14,30,0,,Defender,Bundesliga
Alaa Bellaarouch,MAR,Strasbourg,21,2002,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,,Goalkeeper,Ligue 1
Raoul Bellanova,ITA,Torino,23,2000,33.8,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3,,Defender,Serie A
Jean-Ricner Bellegarde,FRA,Wolves,25,1998,10.6,17,10,9,6,2,7,15,46.7,8,18,2,16,8,25,14,0,Forward,Midfielder,Premier League
Jean-Ricner Bellegarde,FRA,Strasbourg,25,1998,3.0,5,3,3,2,0,3,6,50.0,3,4,0,4,4,9,0,0,Forward,Midfielder,Ligue 1
Héctor Bellerín,ESP,Betis,28,1995,19.0,34,22,14,16,4,20,53,37.7,33,13,5,8,22,56,40,1,,Defender,La Liga
Jude Bellingham,ENG,Real Madrid,20,2003,25.7,42,34,14,18,10,12,36,33.3,24,55,5,50,21,63,17,0,,Midfielder,La Liga
Jeanuël Belocian,FRA,Rennes,18,2005,16.1,32,22,23,8,1,22,28,78.6,6,18,10,8,13,45,49,0,,Defender,Ligue 1
Andrea Belotti,ITA,Fiorentina,29,1993,10.5,8,3,1,5,2,5,12,41.7,7,8,1,7,2,10,3,0,,Forward,Serie A
Andrea Belotti,ITA,Roma,29,1993,7.5,8,4,2,3,3,3,6,50.0,3,7,0,7,2,10,3,0,,Forward,Serie A
Fran Beltrán,ESP,Celta Vigo,24,1999,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,,Midfielder,La Liga
Lucas Beltrán,ARG,Fiorentina,22,2001,18.8,27,14,4,18,5,11,20,55.0,9,29,3,26,2,29,11,0,Midfielder,Forward,Serie A
Eliesse Ben Seghir,MAR,Monaco,18,2005,4.8,9,6,2,5,2,3,7,42.9,4,6,0,6,2,11,2,0,Forward,Midfielder,Ligue 1
Anis Ben Slimane,TUN,Sheffield Utd,22,2001,4.7,11,6,5,2,4,4,10,40.0,6,7,1,6,5,16,7,0,,Midfielder,Premier League
Wissam Ben Yedder,FRA,Monaco,32,1990,25.7,4,3,1,2,1,1,11,9.1,10,18,0,18,8,12,1,0,,Forward,Ligue 1
Carlos Benavídez,URU,Alavés,25,1998,12.6,56,35,19,26,11,19,34,55.9,15,13,5,8,19,75,31,0,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Ismaël Bennacer,ALG,Milan,25,1997,12.8,29,19,11,16,2,11,22,50.0,11,12,4,8,12,41,9,2,,Midfielder,Serie A
Saïd Benrahma,ALG,West Ham,27,1995,6.9,8,4,5,3,0,4,15,26.7,11,8,0,8,5,13,7,0,Midfielder,Forward,Premier League
Saïd Benrahma,ALG,Lyon,27,1995,8.6,9,7,1,6,2,5,7,71.4,2,7,0,7,1,10,3,0,Midfielder,Forward,Ligue 1
Ramy Bensebaini,ALG,Dortmund,28,1995,11.5,34,21,21,11,2,24,34,70.6,10,22,7,15,16,50,37,0,,Defender,Bundesliga
Nabil Bentaleb,ALG,Lille,28,1994,21.9,49,32,29,18,2,22,43,51.2,21,33,12,21,37,86,33,0,,Midfielder,Ligue 1
Rodrigo Bentancur,URU,Tottenham,26,1997,11.2,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1,,Midfielder,Premier League
Daniel Bentley,ENG,Wolves,30,1993,4.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,,Goalkeeper,Premier League
Lucas Beraldo,BRA,Paris S-G,19,2003,11.2,22,14,14,8,0,10,25,40.0,15,15,6,9,20,42,25,0,,Defender,Ligue 1
Domenico Berardi,ITA,Sassuolo,28,1994,15.9,17,8,7,9,1,2,21,9.5,19,17,0,17,13,30,9,0,,Forward,Serie A
Yuri Berchiche,ESP,Athletic Club,33,1990,21.4,33,25,13,14,6,19,33,57.6,14,28,9,19,20,53,62,0,,Defender,La Liga
Álex Berenguer,ESP,Athletic Club,28,1995,17.7,23,14,9,9,5,7,24,29.2,17,23,0,23,5,28,13,0,,Forward,La Liga
Bartosz Bereszyński,POL,Empoli,31,1992,19.6,41,25,25,13,3,24,40,60.0,16,22,10,12,21,62,52,0,,Defender,Serie A
Jóhann Berg Guðmundsson,ISL,Burnley,32,1990,13.2,13,4,6,5,2,7,16,43.8,9,14,0,14,16,29,16,0,Forward,Midfielder,Premier League
Sander Berge,NOR,Burnley,25,1998,33.4,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2,,Midfielder,Premier League
Etrit Berisha,ALB,Empoli,34,1989,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1,,Goalkeeper,Serie A
Medon Berisha,ALB,Lecce,19,2003,2.3,3,1,3,0,0,0,2,0.0,2,2,2,0,1,4,0,0,Midfielder,Forward,Serie A
Mergim Berisha,GER,Hoffenheim,25,1998,1.6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,,Forward,Bundesliga
Mergim Berisha,GER,Augsburg,25,1998,1.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,,Forward,Bundesliga
Isaac Bernal,ESP,Sevilla,23,2000,11.5,6,3,2,2,2,5,9,55.6,4,12,0,12,0,6,11,0,,Forward,La Liga
Bernardo,BRA,Bochum,28,1995,32.5,99,58,56,35,8,45,69,65.2,24,66,30,36,55,154,120,1,,Defender,Bundesliga
Victor Bernth Kristiansen,DEN,Bologna,20,2002,25.6,52,34,23,22,7,20,35,57.1,15,35,8,27,12,64,45,1,,Defender,Serie A
Matúš Bero,SVK,Bochum,27,1995,18.5,32,22,13,12,7,13,32,40.6,19,24,3,21,12,44,26,0,Forward,Midfielder,Bundesliga
Luke Berry,ENG,Luton Town,31,1992,3.6,7,2,2,4,1,2,3,66.7,1,6,1,5,0,7,3,0,Defender,Midfielder,Premier League
Dimitry Bertaud,COD,Montpellier,25,1998,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Jan-Niklas Beste,GER,Heidenheim,24,1999,28.9,77,49,35,24,18,28,55,50.9,27,48,1,47,18,95,31,0,Midfielder,Forward,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Beto,GNB,Everton,25,1998,10.6,14,6,1,6,7,4,12,33.3,8,11,0,11,1,15,14,0,,Forward,Premier League
Beto,GNB,Udinese,25,1998,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Forward,Serie A
Davide Bettella,ITA,Monza,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Serie A
Sam Beukema,NED,Bologna,24,1998,28.3,27,11,14,11,2,16,25,64.0,9,35,21,14,15,42,99,2,,Defender,Serie A
Jordan Beyer,GER,Burnley,23,2000,13.7,35,20,22,12,1,14,24,58.3,10,22,15,7,16,51,68,1,,Defender,Premier League
Pep Biel,ESP,Augsburg,26,1996,3.2,4,3,0,2,2,1,3,33.3,2,2,1,1,2,6,2,0,Forward,Midfielder,Bundesliga
Jaka Bijol,SVN,Udinese,24,1999,23.2,43,27,34,9,0,22,35,62.9,13,36,21,15,23,66,140,1,,Defender,Serie A
El Bilal Touré,MLI,Atalanta,21,2001,4.4,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,,Forward,Serie A
Philip Billing,DEN,Bournemouth,27,1996,15.5,33,16,7,22,4,9,27,33.3,18,31,5,26,20,53,28,1,,Midfielder,Premier League
Cristiano Biraghi,ITA,Fiorentina,30,1992,26.2,47,28,20,24,3,28,52,53.8,24,30,5,25,14,61,43,0,,Defender,Serie A
Davide Biraschi,ITA,Genoa,29,1994,1.0,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0,,Defender,Serie A
Samuele Birindelli,ITA,Monza,24,1999,22.4,28,19,16,7,5,14,25,56.0,11,30,11,19,18,46,48,0,,Defender,Serie A
Tom Bischof,GER,Hoffenheim,18,2005,2.0,8,4,6,1,1,2,9,22.2,7,3,0,3,1,9,2,0,Forward,Midfielder,Bundesliga
Yves Bissouma,MLI,Tottenham,26,1996,23.0,80,52,32,36,12,41,61,67.2,20,28,5,23,37,117,43,3,,Midfielder,Premier League
Leonardo Bittencourt,GER,Werder Bremen,29,1993,17.5,42,18,20,17,5,15,39,38.5,24,18,1,17,13,55,6,0,,Midfielder,Bundesliga
Marco Bizot,NED,Brest,32,1991,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,18,3,,Goalkeeper,Ligue 1
Antonio Blanco,ESP,Alavés,23,2000,27.0,61,36,29,27,5,31,86,36.0,55,25,2,23,35,96,30,0,,Midfielder,La Liga
Rubén Blanco,ESP,Marseille,28,1995,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Hendry Blank,GER,Dortmund,18,2004,0.5,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0,,Defender,Bundesliga
Ludovic Blas,FRA,Rennes,25,1997,17.4,30,14,16,13,1,12,28,42.9,16,13,1,12,6,36,9,0,Midfielder,Forward,Ligue 1
Janis Blaswich,GER,RB Leipzig,32,1991,21.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7,3,,Goalkeeper,Bundesliga
Alexis Blin,FRA,Lecce,26,1996,18.2,33,19,11,19,3,15,43,34.9,28,16,2,14,22,55,39,0,,Midfielder,Serie A
Daley Blind,NED,Girona,33,1990,33.0,47,21,33,13,1,29,47,61.7,18,37,19,18,21,68,113,0,,Defender,La Liga
Myron Boadu,NED,Monaco,22,2001,0.9,2,2,0,1,1,1,2,50.0,1,2,0,2,0,2,0,0,,Forward,Ligue 1
Benicio Boaitey,ENG,Brighton,19,2004,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Defender,Forward,Premier League
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Jérôme Boateng,GER,Salernitana,34,1988,2.6,0,0,0,0,0,0,0,0,0,6,5,1,4,4,21,0,,Defender,Serie A
Oscar Bobb,NOR,Manchester City,20,2003,3.4,7,3,1,2,4,2,4,50.0,2,4,0,4,5,12,1,0,Midfielder,Forward,Premier League
Sacha Boey,FRA,Bayern Munich,22,2000,1.2,2,0,2,0,0,1,2,50.0,1,1,0,1,1,3,2,0,,Defender,Bundesliga
Jeremie Boga,CIV,Nice,26,1997,22.2,18,7,6,10,2,10,20,50.0,10,26,2,24,8,26,4,0,,Forward,Ligue 1
Jayden Bogle,ENG,Sheffield Utd,23,2000,31.0,66,36,43,21,2,35,70,50.0,35,42,11,31,32,98,97,0,,Defender,Premier League
Emil Bohinen,NOR,Genoa,24,1999,0.6,1,1,0,1,0,0,0,0,0,1,0,1,0,1,3,0,,Midfielder,Serie A
Emil Bohinen,NOR,Salernitana,24,1999,5.9,8,6,5,3,0,2,10,20.0,8,8,2,6,14,22,6,1,,Midfielder,Serie A
Adama Bojang,GAM,Reims,19,2004,0.9,2,1,1,0,1,0,0,0,0,2,1,1,1,3,0,0,,Forward,Ligue 1
Daniel Boloca,ROU,Sassuolo,24,1998,22.5,48,33,18,25,5,27,46,58.7,19,23,13,10,14,62,33,2,,Midfielder,Serie A
Willy Boly,CIV,Nott'ham Forest,32,1991,16.0,46,29,36,9,1,22,40,55.0,18,32,21,11,25,71,90,0,,Defender,Premier League
Giacomo Bonaventura,ITA,Fiorentina,33,1989,25.3,26,13,6,10,10,9,21,42.9,12,16,1,15,14,40,10,0,,Midfielder,Serie A
Federico Bonazzoli,ITA,Hellas Verona,26,1997,11.3,4,1,1,3,0,1,8,12.5,7,9,1,8,3,7,3,0,Midfielder,Forward,Serie A
Warren Bondo,FRA,Monza,19,2003,16.4,29,22,16,10,3,13,17,76.5,4,13,3,10,6,35,13,0,,Midfielder,Serie A
Giovanni Bonfanti,ITA,Atalanta,20,2003,1.0,4,2,2,2,0,2,3,66.7,1,1,1,0,1,5,1,0,,Defender,Serie A
Victor Boniface,NGA,Leverkusen,22,2000,17.2,6,4,0,1,5,1,4,25.0,3,6,1,5,0,6,13,0,,Forward,Bundesliga
Kevin Bonifazi,ITA,Bologna,27,1996,1.0,4,0,0,4,0,1,2,50.0,1,0,0,0,0,4,7,1,,Defender,Serie A
