Player,Nation,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Position_2,Position,League
Antonio Puertas,ESP,Granada,31,1992,8.1,154,214,72.0,2256,553,80,103,77.7,48,68,70.6,11,20,55.0,2,0.6,0.6,+1.4,10,13,8,3,22,Forward,Midfielder,La Liga
Arnau Puigmal,ESP,Almería,22,2001,2.8,65,93,69.9,976,349,42,46,91.3,16,22,72.7,5,17,29.4,0,0.3,0.2,-0.3,3,6,4,1,8,Defender,Forward,La Liga
Christian Pulisic,USA,Milan,24,1998,28.9,832,1074,77.5,11830,2542,483,555,87.0,282,348,81.0,32,63,50.8,8,4.8,4.5,+3.2,44,42,43,18,87,Midfielder,Forward,Serie A
George Pușcaș,ROU,Genoa,27,1996,2.1,34,61,55.7,430,67,24,37,64.9,8,14,57.1,0,1,0.0,0,0.1,0.1,-0.1,1,3,1,0,3,,Forward,Serie A
Jarell Quansah,ENG,Liverpool,20,2003,13.2,1038,1172,88.6,18672,6199,368,392,93.9,595,633,94.0,61,115,53.0,0,0.1,0.2,-0.1,3,69,1,0,67,,Defender,Premier League
Domingos Quina,POR,Udinese,23,1999,0.1,1,1,100.0,13,10,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,,Midfielder,Serie A
Adrien Rabiot,FRA,Juventus,28,1995,29.5,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,3,4.1,4.0,-1.1,26,103,23,10,120,,Midfielder,Serie A
Uroš Račić,SRB,Sassuolo,25,1998,9.1,322,396,81.3,5773,1601,134,153,87.6,151,169,89.3,29,57,50.9,1,0.3,0.3,+0.7,6,30,4,0,37,,Midfielder,Serie A
Nemanja Radonjić,SRB,Torino,27,1996,4.2,57,89,64.0,838,199,33,46,71.7,16,23,69.6,5,10,50.0,0,0.2,0.3,-0.2,3,4,3,2,7,Forward,Midfielder,Serie A
Nemanja Radonjić,SRB,Mallorca,27,1996,3.9,78,119,65.5,1304,465,41,55,74.5,25,34,73.5,9,21,42.9,0,0.6,0.7,-0.6,7,9,5,4,12,Defender,Midfielder,La Liga
Aleksandar Radovanović,SRB,Almería,29,1993,6.3,181,197,91.9,3645,1019,49,51,96.1,107,110,97.3,21,30,70.0,0,0.0,0.0,0.0,1,1,0,0,5,,Defender,La Liga
Ionuț Radu,ROU,Bournemouth,26,1997,2.0,56,68,82.4,1211,583,19,19,100.0,29,30,96.7,8,19,42.1,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Premier League
Boris Radunović,SRB,Cagliari,27,1996,7.0,169,222,76.1,5495,3933,24,24,100.0,68,70,97.1,77,128,60.2,0,0.0,0.0,0.0,0,9,0,0,0,,Goalkeeper,Serie A
Hamza Rafia,TUN,Lecce,24,1999,13.4,359,504,71.2,5633,1650,179,223,80.3,132,165,80.0,27,71,38.0,0,0.8,1.1,-0.8,15,41,6,1,46,,Midfielder,Serie A
Abdellah Raihani,MAR,Atlético Madrid,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,La Liga
Antonio Raillo,ESP,Mallorca,31,1991,24.4,990,1159,85.4,19217,7350,337,384,87.8,544,598,91.0,103,150,68.7,2,2.0,0.8,0.0,8,61,2,0,80,,Defender,La Liga
Luca Raimund,GER,Stuttgart,18,2005,0.3,16,23,69.6,203,18,11,14,78.6,5,7,71.4,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,Midfielder,Forward,Bundesliga
Predrag Rajković,SRB,Mallorca,27,1995,36.0,735,1249,58.8,28267,23581,74,74,100.0,251,258,97.3,407,911,44.7,0,0.2,0.1,-0.2,4,50,1,0,0,,Goalkeeper,La Liga
Jesurun Rak Sakyi,ENG,Crystal Palace,20,2002,1.5,37,50,74.0,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2,Forward,Midfielder,Premier League
Ivan Rakitić,CRO,Sevilla,35,1988,15.8,821,1095,75.0,16004,4888,352,406,86.7,302,374,80.7,145,259,56.0,1,3.0,4.1,-2.0,49,111,26,16,127,,Midfielder,La Liga
Ylber Ramadani,ALB,Lecce,27,1996,33.0,991,1250,79.3,18442,5050,382,452,84.5,466,531,87.8,120,199,60.3,0,0.5,0.7,-0.5,16,103,10,3,121,,Midfielder,Serie A
Largie Ramazani,BEL,Almería,22,2001,17.3,203,340,59.7,3265,1275,109,150,72.7,64,108,59.3,19,43,44.2,5,5.7,2.4,-0.7,26,26,16,2,42,Midfielder,Forward,La Liga
Benito Ramírez,ESP,Las Palmas,28,1995,4.3,136,196,69.4,1861,488,99,109,90.8,23,37,62.2,8,29,27.6,1,0.5,0.4,+0.5,2,8,5,3,5,Midfielder,Forward,La Liga
Sandro Ramírez,ESP,Las Palmas,28,1995,20.1,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1,3,2.6,3.0,+0.4,32,18,25,4,54,,Forward,La Liga
Chris Ramos,ESP,Cádiz,26,1997,29.0,274,486,56.4,3305,630,181,275,65.8,65,129,50.4,7,16,43.8,1,1.7,1.4,-0.7,14,13,9,1,28,Midfielder,Forward,La Liga
Gonçalo Ramos,POR,Paris S-G,22,2001,15.8,304,397,76.6,3651,601,199,245,81.2,67,90,74.4,7,11,63.6,1,2.4,1.6,-1.4,15,18,9,0,29,,Forward,Ligue 1
Sergio Ramos,ESP,Sevilla,37,1986,28.0,1356,1524,89.0,29709,10962,387,420,92.1,712,754,94.4,248,325,76.3,0,0.1,0.4,-0.1,4,103,3,0,81,,Defender,La Liga
Aaron Ramsdale,ENG,Arsenal,25,1998,6.0,131,188,69.7,3303,2420,38,38,100.0,61,62,98.4,32,86,37.2,0,0.0,0.0,0.0,0,4,0,0,2,,Goalkeeper,Premier League
Aaron Ramsey,ENG,Burnley,20,2003,5.9,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90.0,0,0.4,0.5,-0.4,1,7,2,0,8,Forward,Midfielder,Premier League
Jacob Ramsey,ENG,Aston Villa,22,2001,9.5,257,322,79.8,3751,863,143,173,82.7,97,115,84.3,9,12,75.0,1,1.0,1.4,0.0,10,22,5,0,28,Midfielder,Forward,Premier League
Luca Ranieri,ITA,Fiorentina,24,1999,22.9,1142,1362,83.8,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3,1,0.4,0.7,+0.6,7,95,11,2,99,,Defender,Serie A
Filippo Ranocchia,ITA,Empoli,22,2001,5.3,152,216,70.4,2895,1062,61,73,83.6,66,80,82.5,21,51,41.2,0,0.5,1.0,-0.5,4,17,4,0,21,Defender,Midfielder,Serie A
Grant Ranos,ARM,Gladbach,20,2003,0.5,20,25,80.0,262,76,9,10,90.0,8,11,72.7,0,1,0.0,0,0.0,0.1,0.0,0,2,0,0,3,Forward,Midfielder,Bundesliga
Raphinha,BRA,Barcelona,26,1996,15.2,522,693,75.3,8785,2397,261,313,83.4,182,222,82.0,63,114,55.3,9,5.7,5.0,+3.3,41,39,32,8,57,Midfielder,Forward,La Liga
Nicolai Rapp,GER,Werder Bremen,26,1996,0.8,32,40,80.0,563,213,12,14,85.7,18,22,81.8,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,2,,Defender,Bundesliga
Elba Rashani,KVX,Clermont Foot,30,1993,13.1,294,392,75.0,3753,849,191,225,84.9,75,106,70.8,6,17,35.3,0,1.2,0.8,-1.2,12,16,5,3,22,Forward,Midfielder,Ligue 1
Marcus Rashford,ENG,Manchester Utd,25,1997,25.2,559,742,75.3,7674,2035,351,418,84.0,139,192,72.4,33,61,54.1,2,2.3,2.8,-0.3,23,34,30,1,65,,Forward,Premier League
Giacomo Raspadori,ITA,Napoli,23,2000,17.6,525,709,74.0,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3,3,4.0,3.0,-1.0,36,38,15,5,54,Midfielder,Forward,Serie A
Andrei Ratiu,ROU,Rayo Vallecano,25,1998,7.0,245,313,78.3,3843,1243,135,159,84.9,90,108,83.3,16,27,59.3,0,0.6,0.6,-0.6,6,15,5,3,19,Midfielder,Defender,La Liga
Raúl,ESP,Osasuna,22,2000,15.1,191,306,62.4,2465,453,128,190,67.4,46,68,67.6,6,10,60.0,1,0.6,0.8,+0.4,10,14,6,0,22,,Forward,La Liga
David Raum,GER,RB Leipzig,25,1998,30.4,1566,2154,72.7,28030,10264,680,769,88.4,697,906,76.9,162,371,43.7,8,7.3,10.7,+0.7,68,92,62,34,131,,Defender,Bundesliga
Federico Ravaglia,ITA,Bologna,23,1999,5.9,166,206,80.6,3557,2149,58,58,100.0,82,83,98.8,25,64,39.1,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Serie A
David Raya,ESP,Arsenal,27,1995,32.0,800,1068,74.9,19691,14108,228,231,98.7,387,391,99.0,183,439,41.7,0,0.0,0.1,0.0,0,30,0,0,2,,Goalkeeper,Premier League
Tim Ream,USA,Fulham,35,1987,16.7,944,1060,89.1,18892,6949,308,333,92.5,515,559,92.1,110,143,76.9,0,0.0,0.1,0.0,0,78,1,0,65,,Defender,Premier League
Abderrahman Rebbach,ALG,Alavés,24,1998,8.0,124,225,55.1,2213,845,63,84,75.0,40,67,59.7,17,45,37.8,0,1.8,1.7,-1.8,18,12,6,3,14,Midfielder,Forward,La Liga
Nathan Redmond,ENG,Burnley,29,1994,1.6,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4,0,0.3,0.4,-0.3,3,3,4,1,8,Midfielder,Forward,Premier League
Harrison Reed,ENG,Fulham,28,1995,14.7,627,748,83.8,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7,2,1.1,1.5,+0.9,14,40,15,2,56,,Midfielder,Premier League
Sergio Reguilón,ESP,Manchester Utd,26,1996,4.6,244,314,77.7,3669,1356,137,157,87.3,84,111,75.7,16,26,61.5,0,0.7,0.6,-0.7,8,20,4,2,27,,Defender,Premier League
Sergio Reguilón,ESP,Brentford,26,1996,12.4,351,522,67.2,6057,2626,161,194,83.0,147,201,73.1,34,82,41.5,4,2.8,2.2,+1.2,20,17,17,13,38,,Defender,Premier League
Bobby Reid,JAM,Fulham,30,1993,15.8,364,487,74.7,5129,1431,211,240,87.9,112,157,71.3,17,37,45.9,2,1.8,1.2,+0.2,17,25,17,5,47,,Forward,Premier League
Tijjani Reijnders,NED,Milan,25,1998,31.3,1575,1746,90.2,24974,6527,773,822,94.0,664,708,93.8,92,129,71.3,3,3.7,4.1,-0.7,50,168,37,6,204,,Midfielder,Serie A
Pepe Reina,ESP,Villarreal,40,1982,2.0,57,69,82.6,1467,1057,11,11,100.0,32,32,100.0,14,26,53.8,0,0.0,0.0,0.0,0,2,0,0,0,,Goalkeeper,La Liga
Reinier,BRA,Frosinone,21,2002,11.8,318,401,79.3,4584,1095,192,220,87.3,103,134,76.9,13,19,68.4,2,1.9,0.7,+0.1,16,27,15,2,32,Forward,Midfielder,Serie A
Rocco Reitz,GER,Gladbach,21,2002,23.7,782,1043,75.0,12375,4208,417,489,85.3,285,368,77.4,54,99,54.5,3,2.4,2.6,+0.6,20,80,17,2,110,,Midfielder,Bundesliga
Álex Remiro,ESP,Real Sociedad,28,1995,36.4,965,1258,76.7,26777,19177,165,165,100.0,489,495,98.8,310,592,52.4,0,0.0,0.1,0.0,1,19,0,0,1,,Goalkeeper,La Liga
Guillaume Restes,FRA,Toulouse,18,2005,34.0,666,897,74.2,16109,10808,173,174,99.4,333,342,97.4,156,373,41.8,0,0.0,0.0,0.0,0,3,1,0,0,,Goalkeeper,Ligue 1
Mateo Retegui,ITA,Genoa,24,1999,24.6,265,412,64.3,3135,410,177,233,76.0,61,104,58.7,6,15,40.0,2,0.7,0.6,+1.3,11,10,5,0,17,,Forward,Serie A
Marco Reus,GER,Dortmund,34,1989,17.8,588,707,83.2,8017,2071,339,374,90.6,172,202,85.1,30,46,65.2,8,5.1,3.7,+2.9,36,38,20,2,64,Forward,Midfielder,Bundesliga
Elvis Rexhbeçaj,GER,Augsburg,25,1997,22.1,523,709,73.8,8584,2372,240,297,80.8,212,272,77.9,44,75,58.7,0,0.5,1.3,-0.5,13,63,18,5,91,,Midfielder,Bundesliga
Gio Reyna,USA,Nott'ham Forest,20,2002,2.6,118,140,84.3,1768,374,69,74,93.2,40,45,88.9,7,13,53.8,1,0.5,0.4,+0.5,7,5,2,0,12,Midfielder,Forward,Premier League
Gio Reyna,USA,Dortmund,20,2002,3.1,166,193,86.0,2376,582,105,112,93.8,51,63,81.0,5,7,71.4,0,0.8,1.1,-0.8,7,15,7,2,20,Forward,Midfielder,Bundesliga
Chadi Riad,MAR,Betis,20,2003,24.0,1074,1198,89.6,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9,0,0.2,0.2,-0.2,2,20,0,0,34,,Defender,La Liga
Alexsandro Ribeiro,BRA,Lille,23,1999,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82,,Defender,Ligue 1
Rodrigo Ribeiro,POR,Nott'ham Forest,18,2005,0.2,6,8,75.0,89,35,2,4,50.0,3,3,100.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,2,Forward,Midfielder,Premier League
Samuele Ricci,ITA,Torino,21,2001,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,,Midfielder,Serie A
Declan Rice,ENG,Arsenal,24,1999,35.8,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,+2.7,47,240,39,2,278,,Midfielder,Premier League
Chris Richards,USA,Crystal Palace,23,2000,23.3,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58.0,1,0.4,0.2,+0.6,6,41,2,0,43,Midfielder,Defender,Premier League
Amir Richardson,MAR,Reims,21,2002,15.0,534,651,82.0,9313,1944,235,281,83.6,245,284,86.3,46,65,70.8,1,1.1,1.4,-0.1,12,51,7,2,72,,Midfielder,Ligue 1
Richarlison,BRA,Tottenham,26,1997,16.6,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,+1.9,15,21,13,1,38,,Forward,Premier League
Marco Richter,GER,Mainz 05,25,1997,8.0,184,291,63.2,3183,1076,91,111,82.0,59,98,60.2,26,58,44.8,0,1.3,2.1,-1.3,11,23,11,3,30,Forward,Midfielder,Bundesliga
Diego Rico,ESP,Getafe,30,1993,28.2,993,1495,66.4,17450,8646,482,570,84.6,384,566,67.8,104,267,39.0,7,3.8,3.4,+3.2,39,106,40,32,119,,Defender,La Liga
Clemens Riedel,GER,Darmstadt 98,20,2003,8.4,490,576,85.1,9609,3088,164,185,88.6,266,286,93.0,55,84,65.5,0,0.7,0.3,-0.7,6,37,3,0,47,,Defender,Bundesliga
Fabian Rieder,SUI,Rennes,21,2002,4.1,169,212,79.7,3101,976,63,76,82.9,84,97,86.6,16,29,55.2,0,0.6,0.3,-0.6,4,25,6,1,41,,Midfielder,Ligue 1
Jaïro Riedewald,NED,Crystal Palace,26,1996,2.6,87,113,77.0,1422,331,37,42,88.1,40,46,87.0,5,13,38.5,0,0.0,0.1,0.0,0,5,2,0,10,Forward,Midfielder,Premier League
Manuel Riemann,GER,Bochum,34,1988,33.0,1031,1715,60.1,36529,30871,129,133,97.0,332,343,96.8,566,1226,46.2,0,0.2,0.4,-0.2,4,92,7,2,19,,Goalkeeper,Bundesliga
Luis Rioja,ESP,Alavés,29,1993,27.8,551,855,64.4,9059,2662,280,351,79.8,193,279,69.2,56,133,42.1,4,3.9,4.2,+0.1,41,25,38,19,77,Midfielder,Forward,La Liga
Rémy Riou,FRA,Lyon,35,1987,3.0,80,104,76.9,1770,1171,24,25,96.0,44,45,97.8,12,34,35.3,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Ligue 1
Rodrigo Riquelme,ESP,Atlético Madrid,23,2000,17.0,501,673,74.4,6902,2141,317,367,86.4,134,179,74.9,26,59,44.1,5,3.1,3.7,+1.9,28,25,30,8,53,Midfielder,Defender,La Liga
Alberto Risco,ESP,Getafe,17,2005,1.5,39,47,83.0,541,115,25,27,92.6,14,18,77.8,0,0,0,0,0.3,0.2,-0.3,4,2,2,0,6,,Midfielder,La Liga
Mihailo Ristić,SRB,Celta Vigo,27,1995,9.0,371,513,72.3,5752,2352,205,233,88.0,137,172,79.7,21,71,29.6,0,0.1,0.5,-0.1,6,31,3,3,30,Midfielder,Defender,La Liga
Matt Ritchie,SCO,Newcastle Utd,33,1989,1.4,70,93,75.3,959,234,45,53,84.9,22,26,84.6,2,9,22.2,0,0.0,0.1,0.0,0,5,3,0,8,Midfielder,Forward,Premier League
Gorka Rivera Alonso,ESP,Getafe,18,2004,0.0,4,6,66.7,77,71,2,2,100.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0,,Defender,La Liga
Sergi Roberto,ESP,Barcelona,31,1992,9.6,582,654,89.0,8295,1875,341,364,93.7,192,211,91.0,23,34,67.6,2,0.8,0.8,+1.2,9,57,3,1,50,Defender,Midfielder,La Liga
Lucas Robertone,ARG,Almería,26,1997,26.5,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,+2.5,34,115,19,9,128,,Midfielder,La Liga
Connor Roberts,WAL,Burnley,27,1995,9.1,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,+0.8,7,32,8,2,38,,Defender,Premier League
Andrew Robertson,SCO,Liverpool,29,1994,18.8,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140,,Defender,Premier League
Antonee Robinson,USA,Fulham,25,1997,36.3,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,+1.8,33,113,46,26,129,,Defender,Premier League
Jack Robinson,ENG,Sheffield Utd,29,1993,32.1,894,1254,71.3,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,1,1.2,1.0,-0.2,12,66,7,4,63,,Defender,Premier League
Marc Roca,ESP,Betis,26,1996,22.0,997,1193,83.6,17134,5610,473,522,90.6,387,442,87.6,99,166,59.6,2,1.4,1.7,+0.6,19,120,17,0,126,,Midfielder,La Liga
Sebastian Rode,GER,Eint Frankfurt,32,1990,0.7,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50.0,0,0.1,0.5,-0.1,1,3,5,0,11,,Midfielder,Bundesliga
Sergio Rodelas,ESP,Granada,18,2004,1.4,27,33,81.8,326,129,16,17,94.1,8,10,80.0,1,2,50.0,1,1.1,0.8,-0.1,2,0,1,1,1,Defender,Forward,La Liga
Rodri,ESP,Manchester City,27,1996,32.6,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,+5.1,49,378,61,0,376,,Midfielder,Premier League
Rodri,ESP,Betis,23,2000,11.7,449,570,78.8,6682,1882,258,286,90.2,144,183,78.7,27,48,56.3,0,1.2,2.2,-1.2,15,36,32,6,65,Midfielder,Forward,La Liga
Óscar Rodríguez Arnaiz,ESP,Getafe,25,1998,10.7,333,442,75.3,5682,1332,174,210,82.9,102,129,79.1,46,67,68.7,1,2.1,1.4,-1.1,21,39,11,1,52,Forward,Midfielder,La Liga
Damián Rodríguez,ESP,Celta Vigo,20,2003,2.9,191,213,89.7,3051,813,89,92,96.7,84,89,94.4,10,21,47.6,2,0.8,0.8,+1.2,6,17,0,0,9,,Midfielder,La Liga
Dani Rodríguez,ESP,Mallorca,35,1988,29.1,693,1010,68.6,11921,4005,328,389,84.3,250,340,73.5,84,199,42.2,4,4.1,5.2,-0.1,48,71,27,11,118,,Midfielder,La Liga
Guido Rodríguez,ARG,Betis,29,1994,20.5,888,1042,85.2,15168,4610,428,466,91.8,333,375,88.8,88,131,67.2,0,0.8,0.8,-0.8,4,73,1,0,65,,Midfielder,La Liga
Jay Rodriguez,ENG,Burnley,34,1989,9.1,142,216,65.7,1958,396,89,119,74.8,36,52,69.2,9,27,33.3,1,0.2,0.1,+0.8,4,16,2,0,17,,Forward,Premier League
Kirian Rodríguez,ESP,Las Palmas,27,1996,35.7,2705,3062,88.3,41188,12239,1478,1587,93.1,1001,1096,91.3,148,224,66.1,2,1.6,2.8,+0.4,37,278,41,4,296,,Midfielder,La Liga
Miguel Rodríguez,ESP,Celta Vigo,20,2003,3.3,82,116,70.7,1127,258,48,55,87.3,26,43,60.5,1,6,16.7,0,0.2,0.2,-0.2,2,3,4,0,8,,Midfielder,La Liga
Ricardo Rodríguez,SUI,Torino,30,1992,30.8,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,+0.6,20,119,25,12,127,,Defender,Serie A
Rodrygo,BRA,Real Madrid,22,2001,26.4,883,1007,87.7,10417,1882,639,683,93.6,166,202,82.2,19,33,57.6,5,4.0,4.2,+1.0,46,42,44,4,90,,Forward,La Liga
Mads Roerslev,DEN,Brentford,24,1999,22.1,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,+0.2,15,32,23,21,43,,Defender,Premier League
Rogério,BRA,Wolfsburg,25,1998,10.1,455,552,82.4,7185,2809,241,262,92.0,181,222,81.5,24,39,61.5,0,0.4,0.9,-0.4,6,29,11,8,57,,Defender,Bundesliga
Morgan Rogers,ENG,Aston Villa,21,2002,7.1,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,+0.4,9,16,12,0,28,Forward,Midfielder,Premier League
Merlin Röhl,GER,Freiburg,21,2002,16.4,365,458,79.7,5622,1221,187,233,80.3,139,157,88.5,25,36,69.4,4,2.5,2.1,+1.5,19,36,10,4,38,Forward,Midfielder,Bundesliga
Alessio Romagnoli,ITA,Lazio,28,1995,26.8,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,-0.6,6,82,5,1,87,,Defender,Serie A
Simone Romagnoli,ITA,Frosinone,33,1990,30.2,1221,1421,85.9,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,1,0.4,0.2,+0.6,3,22,0,0,47,,Defender,Serie A
Carlos Romero,ESP,Villarreal,21,2001,2.9,113,164,68.9,1883,736,60,74,81.1,45,62,72.6,7,19,36.8,0,0.0,0.2,0.0,0,5,1,0,6,,Defender,La Liga
Cristian Romero,ARG,Tottenham,25,1998,31.0,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,-0.4,7,189,14,0,179,,Defender,Premier League
Luka Romero,ARG,Milan,18,2004,1.0,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,0,0,0.0,0.1,0.0,0,1,1,0,3,Midfielder,Forward,Serie A
Luka Romero,ARG,Almería,18,2004,4.9,137,148,92.6,1744,338,93,98,94.9,37,40,92.5,1,1,100.0,0,0.1,0.1,-0.1,2,7,2,1,14,,Forward,La Liga
Oriol Romeu,ESP,Barcelona,31,1991,10.4,717,806,89.0,11315,2753,372,399,93.2,291,319,91.2,38,59,64.4,1,1.3,0.9,-0.3,8,80,8,1,66,,Midfielder,La Liga
Valentin Rongier,FRA,Marseille,28,1994,9.5,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,-0.8,9,72,10,1,73,,Midfielder,Ligue 1
Frank Ronstadt,GER,Darmstadt 98,26,1997,0.8,35,42,83.3,479,178,21,23,91.3,13,15,86.7,0,1,0.0,0,0.1,0.1,-0.1,2,2,2,1,2,Midfielder,Defender,Bundesliga
Marten de Roon,NED,Atalanta,32,1991,28.9,1446,1712,84.5,26689,8394,564,630,89.5,690,779,88.6,159,239,66.5,5,1.2,1.2,+3.8,23,147,20,3,178,Defender,Midfielder,Serie A
Unai Ropero,ESP,Alavés,21,2001,0.1,4,5,80.0,46,20,3,3,100.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,La Liga
Vitor Roque,BRA,Barcelona,18,2005,3.6,49,67,73.1,615,67,34,41,82.9,11,15,73.3,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,2,,Forward,La Liga
Pablo Rosario,NED,Nice,26,1997,22.3,1056,1187,89.0,17440,5722,478,524,91.2,496,534,92.9,52,80,65.0,0,1.4,1.5,-1.4,17,81,14,3,93,Defender,Midfielder,Ligue 1
Valentin Rosier,FRA,Nice,26,1996,0.6,28,33,84.8,401,158,15,17,88.2,11,12,91.7,0,2,0.0,0,0.1,0.1,-0.1,2,2,2,0,5,Midfielder,Defender,Ligue 1
Francesco Rossi,ITA,Atalanta,32,1991,0.1,1,2,50.0,14,13,1,1,100.0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Serie A
Joe Rothwell,ENG,Bournemouth,28,1995,4.3,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20,,Midfielder,Premier League
Anthony Rouault,FRA,Stuttgart,22,2001,11.2,824,931,88.5,13730,5543,406,435,93.3,344,373,92.2,61,90,67.8,2,0.8,1.2,+1.2,8,64,5,1,68,,Defender,Bundesliga
Jérôme Roussillon,FRA,Union Berlin,30,1993,8.4,263,355,74.1,4307,2077,135,160,84.4,105,137,76.6,18,39,46.2,1,0.6,0.6,+0.4,8,21,6,3,38,,Defender,Bundesliga
Nicolò Rovella,ITA,Lazio,21,2001,14.6,851,976,87.2,14115,3415,412,437,94.3,351,381,92.1,66,104,63.5,2,0.5,0.6,+1.5,10,68,5,0,56,,Midfielder,Serie A
Amir Rrahmani,KVX,Napoli,29,1994,28.9,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113,,Defender,Serie A
Ruan,BRA,Sassuolo,24,1999,16.8,593,698,85.0,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,0,0.6,0.4,-0.6,4,22,3,0,33,,Defender,Serie A
Pelly Ruddock Mpanzu,COD,Luton Town,30,1993,12.2,268,364,73.6,4413,1102,123,141,87.2,110,143,76.9,16,36,44.4,0,0.4,1.4,-0.4,6,17,13,2,34,,Midfielder,Premier League
Antonio Rüdiger,GER,Real Madrid,30,1993,30.1,1630,1815,89.8,30058,11111,625,654,95.6,860,908,94.7,130,219,59.4,0,1.2,1.0,-1.2,5,90,11,2,88,,Defender,La Liga
Fabian Rüdlin,GER,Freiburg,26,1997,0.1,4,5,80.0,89,35,1,1,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,,Midfielder,Bundesliga
Javier Rueda Garcia,ESP,Celta Vigo,21,2002,0.2,14,16,87.5,268,73,4,5,80.0,7,8,87.5,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Defender,Midfielder,La Liga
Daniele Rugani,ITA,Juventus,29,1994,13.2,564,636,88.7,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,0,0.4,0.1,-0.4,3,54,1,0,46,,Defender,Serie A
Matteo Ruggeri,ITA,Atalanta,21,2002,27.2,1250,1562,80.0,19172,6806,697,780,89.4,462,560,82.5,68,148,45.9,4,1.8,2.1,+2.2,24,86,31,23,142,,Defender,Serie A
