Player,Nation,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Position_2,Position,League
Santiago Pierotti,ARG,Lecce,22,2001,2.2,0,7,3,42.9,3.15,1.35,0.00,0.00,17.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Forward,Midfielder,Serie A
Niccolò Pierozzi,ITA,Salernitana,21,2001,9.7,1,8,2,25.0,0.83,0.21,0.13,0.50,15.8,0,0,0,0.2,0.2,0.03,+0.8,+0.8,,Defender,Serie A
Ronaël Pierre-Gabriel,FRA,Nantes,25,1998,6.6,0,7,0,0.0,1.05,0.00,0.00,0,20.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,,Defender,Ligue 1
Andrea Pinamonti,ITA,Sassuolo,24,1999,34.2,11,80,19,23.8,2.34,0.56,0.11,0.47,16.4,0,2,3,8.9,6.6,0.08,+2.1,+2.4,,Forward,Serie A
Ethan Pinnock,JAM,Brentford,30,1993,28.0,2,19,4,21.1,0.68,0.14,0.11,0.50,9.8,0,0,0,2.0,2.0,0.11,0.0,0.0,,Defender,Premier League
Yeremi Pino,ESP,Villarreal,20,2002,5.3,0,9,4,44.4,1.71,0.76,0.00,0.00,12.5,0,0,0,1.4,1.4,0.16,-1.4,-1.4,Forward,Midfielder,La Liga
Carlo Pinsoglio,ITA,Juventus,33,1990,0.5,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Lorenzo Pirola,ITA,Salernitana,21,2002,22.1,1,15,4,26.7,0.68,0.18,0.07,0.25,13.8,0,0,0,0.9,0.9,0.06,+0.1,+0.1,,Defender,Serie A
Niccolò Pisilli,ITA,Roma,18,2004,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Serie A
Alassane Pléa,FRA,Gladbach,30,1993,21.3,7,57,18,31.6,2.68,0.85,0.11,0.33,17.6,0,1,1,7.0,6.2,0.11,0.0,-0.2,Midfielder,Forward,Bundesliga
Tommaso Pobega,ITA,Milan,24,1999,3.5,0,5,4,80.0,1.41,1.13,0.00,0.00,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,Midfielder,Serie A
Paul Pogba,FRA,Juventus,30,1993,0.6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Serie A
Ole Pohlmann,GER,Dortmund,22,2001,0.6,0,1,0,0.0,1.67,0.00,0.00,0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,Midfielder,Bundesliga
Matteo Politano,ITA,Napoli,29,1993,26.2,8,72,15,20.8,2.75,0.57,0.08,0.40,21.5,4,2,3,7.1,4.8,0.07,+0.9,+1.2,,Forward,Serie A
Sebastian Polter,GER,Darmstadt 98,32,1991,5.0,0,10,3,30.0,2.02,0.61,0.00,0.00,11.9,0,0,0,1.0,1.0,0.10,-1.0,-1.0,,Forward,Bundesliga
Julien Ponceau,FRA,Lorient,22,2000,24.9,3,33,13,39.4,1.32,0.52,0.09,0.23,19.9,0,0,0,3.3,3.3,0.10,-0.3,-0.3,,Midfielder,Ligue 1
Marin Pongračić,CRO,Lecce,25,1997,35.8,0,13,3,23.1,0.36,0.08,0.00,0.00,13.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2,,Defender,Serie A
Nick Pope,ENG,Newcastle Utd,31,1992,14.9,0,1,0,0.0,0.07,0.00,0.00,0,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0,,Goalkeeper,Premier League
Pedro Porro,ESP,Tottenham,23,1999,34.3,3,53,12,22.6,1.54,0.35,0.06,0.25,21.0,4,0,0,2.9,2.9,0.06,+0.1,+0.1,,Defender,Premier League
Portu,ESP,Getafe,31,1992,1.1,0,1,1,100.0,0.93,0.93,0.00,0.00,8.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,,Forward,La Liga
Portu,ESP,Girona,31,1992,13.2,7,21,10,47.6,1.59,0.76,0.33,0.70,11.5,0,0,0,3.4,3.4,0.16,+3.6,+3.6,Forward,Midfielder,La Liga
Stefan Posch,AUT,Bologna,26,1997,26.8,1,18,4,22.2,0.67,0.15,0.06,0.25,19.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,,Defender,Serie A
Yussuf Poulsen,DEN,RB Leipzig,29,1994,13.5,5,29,16,55.2,2.14,1.18,0.17,0.31,10.6,0,0,0,5.7,5.7,0.20,-0.7,-0.7,,Forward,Bundesliga
José Pozo,ESP,Rayo Vallecano,27,1996,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Alejandro Pozo Pozo,ESP,Almería,24,1999,10.8,0,4,3,75.0,0.37,0.28,0.00,0.00,23.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Midfielder,Defender,La Liga
Beñat Prados,ESP,Athletic Club,22,2001,16.1,0,7,4,57.1,0.43,0.25,0.00,0.00,18.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Defender,Midfielder,La Liga
Matteo Prati,ITA,Cagliari,19,2003,21.9,1,36,10,27.8,1.64,0.46,0.03,0.10,22.6,2,0,0,2.0,2.0,0.06,-1.0,-1.0,,Midfielder,Serie A
Abdón Prats,ESP,Mallorca,30,1992,14.1,6,33,14,42.4,2.34,0.99,0.18,0.43,14.8,2,0,0,3.2,3.2,0.10,+2.8,+2.8,Midfielder,Forward,La Liga
Sanjin Prcić,BIH,Strasbourg,29,1993,1.0,0,1,0,0.0,1.02,0.00,0.00,0,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,,Midfielder,Ligue 1
Grischa Prömel,GER,Hoffenheim,28,1995,23.8,4,26,8,30.8,1.09,0.34,0.15,0.50,15.5,0,0,0,3.8,3.8,0.15,+0.2,+0.2,,Midfielder,Bundesliga
Ivan Provedel,ITA,Lazio,29,1994,30.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Pubill,ESP,Almería,20,2003,20.9,1,20,5,25.0,0.96,0.24,0.05,0.20,20.8,0,0,0,0.7,0.7,0.04,+0.3,+0.3,,Defender,La Liga
Gustavo Puerta,COL,Leverkusen,20,2003,0.5,0,2,0,0.0,3.91,0.00,0.00,0,24.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Midfielder,Defender,Bundesliga
Antonio Puertas,ESP,Granada,31,1992,8.1,0,17,4,23.5,2.10,0.49,0.00,0.00,16.0,0,0,2,3.2,1.6,0.09,-3.2,-1.6,Forward,Midfielder,La Liga
Arnau Puigmal,ESP,Almería,22,2001,2.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Defender,Forward,La Liga
Christian Pulisic,USA,Milan,24,1998,28.9,12,65,31,47.7,2.25,1.07,0.18,0.39,15.7,0,0,0,8.0,8.0,0.12,+4.0,+4.0,Midfielder,Forward,Serie A
George Pușcaș,ROU,Genoa,27,1996,2.1,0,11,5,45.5,5.18,2.36,0.00,0.00,12.9,0,0,0,2.1,2.1,0.19,-2.1,-2.1,,Forward,Serie A
Jarell Quansah,ENG,Liverpool,20,2003,13.2,2,6,4,66.7,0.45,0.30,0.33,0.50,10.6,0,0,0,1.0,1.0,0.17,+1.0,+1.0,,Defender,Premier League
Domingos Quina,POR,Udinese,23,1999,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Serie A
Adrien Rabiot,FRA,Juventus,28,1995,29.5,5,38,16,42.1,1.29,0.54,0.13,0.31,16.9,0,0,0,3.5,3.4,0.09,+1.5,+1.6,,Midfielder,Serie A
Uroš Račić,SRB,Sassuolo,25,1998,9.1,1,17,4,23.5,1.87,0.44,0.06,0.25,24.3,2,0,0,0.8,0.8,0.05,+0.2,+0.2,,Midfielder,Serie A
Nemanja Radonjić,SRB,Torino,27,1996,4.2,3,12,5,41.7,2.89,1.20,0.25,0.60,16.6,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Forward,Midfielder,Serie A
Nemanja Radonjić,SRB,Mallorca,27,1996,3.9,0,10,7,70.0,2.55,1.78,0.00,0.00,17.5,0,0,0,1.6,1.6,0.16,-1.6,-1.6,Defender,Midfielder,La Liga
Aleksandar Radovanović,SRB,Almería,29,1993,6.3,0,1,0,0.0,0.16,0.00,0.00,0,10.5,0,0,0,0.0,0.0,0.04,0.0,0.0,,Defender,La Liga
Ionuț Radu,ROU,Bournemouth,26,1997,2.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Premier League
Boris Radunović,SRB,Cagliari,27,1996,7.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Hamza Rafia,TUN,Lecce,24,1999,13.4,1,16,3,18.8,1.20,0.22,0.06,0.33,22.6,0,0,0,0.8,0.8,0.05,+0.2,+0.2,,Midfielder,Serie A
Abdellah Raihani,MAR,Atlético Madrid,19,2004,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,La Liga
Antonio Raillo,ESP,Mallorca,31,1991,24.4,3,29,9,31.0,1.19,0.37,0.10,0.33,17.3,0,0,0,1.4,1.4,0.05,+1.6,+1.6,,Defender,La Liga
Luca Raimund,GER,Stuttgart,18,2005,0.3,0,2,0,0.0,6.00,0.00,0.00,0,7.2,0,0,0,0.9,0.9,0.55,-0.9,-0.9,Midfielder,Forward,Bundesliga
Predrag Rajković,SRB,Mallorca,27,1995,36.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Jesurun Rak Sakyi,ENG,Crystal Palace,20,2002,1.5,0,5,1,20.0,3.31,0.66,0.00,0.00,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Forward,Midfielder,Premier League
Ivan Rakitić,CRO,Sevilla,35,1988,15.8,2,32,7,21.9,2.02,0.44,0.06,0.29,26.9,3,0,0,1.3,1.3,0.04,+0.7,+0.7,,Midfielder,La Liga
Ylber Ramadani,ALB,Lecce,27,1996,33.0,1,31,6,19.4,0.94,0.18,0.03,0.17,27.6,0,0,0,1.0,1.0,0.03,0.0,0.0,,Midfielder,Serie A
Largie Ramazani,BEL,Almería,22,2001,17.3,3,40,12,30.0,2.32,0.69,0.08,0.25,17.5,1,0,0,4.7,4.7,0.12,-1.7,-1.7,Midfielder,Forward,La Liga
Benito Ramírez,ESP,Las Palmas,28,1995,4.3,1,10,3,30.0,2.34,0.70,0.10,0.33,22.5,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Midfielder,Forward,La Liga
Sandro Ramírez,ESP,Las Palmas,28,1995,20.1,1,51,18,35.3,2.54,0.90,0.02,0.06,21.7,5,0,1,3.7,3.0,0.06,-2.7,-2.0,,Forward,La Liga
Chris Ramos,ESP,Cádiz,26,1997,29.0,5,76,27,35.5,2.62,0.93,0.07,0.19,12.0,0,0,0,10.1,10.1,0.13,-5.1,-5.1,Midfielder,Forward,La Liga
Gonçalo Ramos,POR,Paris S-G,22,2001,15.8,11,54,20,37.0,3.42,1.27,0.19,0.50,13.2,0,1,1,10.9,10.2,0.19,+0.1,-0.2,,Forward,Ligue 1
Sergio Ramos,ESP,Sevilla,37,1986,28.0,3,28,11,39.3,1.00,0.39,0.11,0.27,18.9,5,0,0,1.9,1.9,0.07,+1.1,+1.1,,Defender,La Liga
Aaron Ramsdale,ENG,Arsenal,25,1998,6.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Premier League
Aaron Ramsey,ENG,Burnley,20,2003,5.9,0,6,2,33.3,1.02,0.34,0.00,0.00,16.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Forward,Midfielder,Premier League
Jacob Ramsey,ENG,Aston Villa,22,2001,9.5,1,19,4,21.1,2.00,0.42,0.05,0.25,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Midfielder,Forward,Premier League
Luca Ranieri,ITA,Fiorentina,24,1999,22.9,2,10,3,30.0,0.44,0.13,0.20,0.67,8.8,0,0,0,0.9,0.9,0.09,+1.1,+1.1,,Defender,Serie A
Filippo Ranocchia,ITA,Empoli,22,2001,5.3,0,6,2,33.3,1.13,0.38,0.00,0.00,26.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Defender,Midfielder,Serie A
Grant Ranos,ARM,Gladbach,20,2003,0.5,0,3,0,0.0,5.51,0.00,0.00,0,17.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Forward,Midfielder,Bundesliga
Raphinha,BRA,Barcelona,26,1996,15.2,6,58,20,34.5,3.82,1.32,0.09,0.25,19.8,10,1,1,7.4,6.6,0.12,-1.4,-1.6,Midfielder,Forward,La Liga
Nicolai Rapp,GER,Werder Bremen,26,1996,0.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Bundesliga
Elba Rashani,KVX,Clermont Foot,30,1993,13.1,2,17,5,29.4,1.30,0.38,0.12,0.40,16.8,0,0,0,2.1,2.1,0.13,-0.1,-0.1,Forward,Midfielder,Ligue 1
Marcus Rashford,ENG,Manchester Utd,25,1997,25.2,7,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1,2,2,7.4,5.8,0.10,-0.4,-0.8,,Forward,Premier League
Giacomo Raspadori,ITA,Napoli,23,2000,17.6,5,60,24,40.0,3.41,1.36,0.08,0.21,18.8,4,0,1,5.9,4.5,0.07,-0.9,+0.5,Midfielder,Forward,Serie A
Andrei Ratiu,ROU,Rayo Vallecano,25,1998,7.0,0,6,1,16.7,0.86,0.14,0.00,0.00,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Midfielder,Defender,La Liga
Raúl,ESP,Osasuna,22,2000,15.1,6,33,12,36.4,2.19,0.80,0.18,0.50,11.6,0,0,0,4.9,4.9,0.15,+1.1,+1.1,,Forward,La Liga
David Raum,GER,RB Leipzig,25,1998,30.4,2,14,4,28.6,0.46,0.13,0.14,0.50,20.3,4,0,0,0.8,0.8,0.05,+1.2,+1.2,,Defender,Bundesliga
Federico Ravaglia,ITA,Bologna,23,1999,5.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
David Raya,ESP,Arsenal,27,1995,32.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Premier League
Tim Ream,USA,Fulham,35,1987,16.7,1,1,1,100.0,0.06,0.06,1.00,1.00,1.3,0,0,0,1.0,1.0,0.96,0.0,0.0,,Defender,Premier League
Abderrahman Rebbach,ALG,Alavés,24,1998,8.0,1,17,4,23.5,2.12,0.50,0.06,0.25,19.4,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Midfielder,Forward,La Liga
Nathan Redmond,ENG,Burnley,29,1994,1.6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Forward,Premier League
Harrison Reed,ENG,Fulham,28,1995,14.7,0,9,2,22.2,0.61,0.14,0.00,0.00,23.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,,Midfielder,Premier League
Sergio Reguilón,ESP,Manchester Utd,26,1996,4.6,0,4,0,0.0,0.87,0.00,0.00,0,18.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,Defender,Premier League
Sergio Reguilón,ESP,Brentford,26,1996,12.4,0,13,1,7.7,1.05,0.08,0.00,0.00,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,,Defender,Premier League
Bobby Reid,JAM,Fulham,30,1993,15.8,6,33,8,24.2,2.09,0.51,0.18,0.75,15.7,0,0,0,4.6,4.6,0.14,+1.4,+1.4,,Forward,Premier League
Tijjani Reijnders,NED,Milan,25,1998,31.3,3,44,9,20.5,1.40,0.29,0.07,0.33,20.1,0,0,0,3.2,3.2,0.07,-0.2,-0.2,,Midfielder,Serie A
Pepe Reina,ESP,Villarreal,40,1982,2.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Reinier,BRA,Frosinone,21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,16.3,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Forward,Midfielder,Serie A
Rocco Reitz,GER,Gladbach,21,2002,23.7,6,33,14,42.4,1.39,0.59,0.18,0.43,17.3,0,0,0,3.7,3.7,0.11,+2.3,+2.3,,Midfielder,Bundesliga
Álex Remiro,ESP,Real Sociedad,28,1995,36.4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,La Liga
Guillaume Restes,FRA,Toulouse,18,2005,34.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Mateo Retegui,ITA,Genoa,24,1999,24.6,7,62,22,35.5,2.52,0.89,0.10,0.27,14.3,0,1,1,5.8,5.0,0.08,+1.2,+1.0,,Forward,Serie A
Marco Reus,GER,Dortmund,34,1989,17.8,6,42,20,47.6,2.36,1.12,0.14,0.30,14.2,8,0,0,6.5,6.5,0.16,-0.5,-0.5,Forward,Midfielder,Bundesliga
Elvis Rexhbeçaj,GER,Augsburg,25,1997,22.1,2,28,3,10.7,1.27,0.14,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,+0.3,0.0,,Midfielder,Bundesliga
Gio Reyna,USA,Nott'ham Forest,20,2002,2.6,0,5,2,40.0,1.91,0.77,0.00,0.00,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Midfielder,Forward,Premier League
Gio Reyna,USA,Dortmund,20,2002,3.1,0,8,2,25.0,2.57,0.64,0.00,0.00,17.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Forward,Midfielder,Bundesliga
Chadi Riad,MAR,Betis,20,2003,24.0,0,11,5,45.5,0.46,0.21,0.00,0.00,11.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,,Defender,La Liga
Alexsandro Ribeiro,BRA,Lille,23,1999,24.7,0,17,2,11.8,0.69,0.08,0.00,0.00,10.9,0,0,0,2.0,2.0,0.12,-2.0,-2.0,,Defender,Ligue 1
Rodrigo Ribeiro,POR,Nott'ham Forest,18,2005,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Midfielder,Premier League
Samuele Ricci,ITA,Torino,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.20,22.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,,Midfielder,Serie A
Declan Rice,ENG,Arsenal,24,1999,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,3.3,3.3,0.06,+3.7,+3.7,,Midfielder,Premier League
Chris Richards,USA,Crystal Palace,23,2000,23.3,1,11,3,27.3,0.47,0.13,0.09,0.33,10.0,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Midfielder,Defender,Premier League
Amir Richardson,MAR,Reims,21,2002,15.0,3,17,8,47.1,1.13,0.53,0.18,0.38,18.8,0,0,0,1.6,1.6,0.10,+1.4,+1.4,,Midfielder,Ligue 1
Richarlison,BRA,Tottenham,26,1997,16.6,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,9.6,9.6,0.15,+1.4,+1.4,,Forward,Premier League
Marco Richter,GER,Mainz 05,25,1997,8.0,1,38,9,23.7,4.77,1.13,0.03,0.11,21.2,4,0,0,1.9,1.9,0.05,-0.9,-0.9,Forward,Midfielder,Bundesliga
Diego Rico,ESP,Getafe,30,1993,28.2,0,18,5,27.8,0.64,0.18,0.00,0.00,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3,,Defender,La Liga
Clemens Riedel,GER,Darmstadt 98,20,2003,8.4,0,8,3,37.5,0.95,0.36,0.00,0.00,21.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,,Defender,Bundesliga
Fabian Rieder,SUI,Rennes,21,2002,4.1,1,5,2,40.0,1.23,0.49,0.20,0.50,23.7,2,0,0,0.3,0.3,0.06,+0.7,+0.7,,Midfielder,Ligue 1
Jaïro Riedewald,NED,Crystal Palace,26,1996,2.6,0,1,0,0.0,0.38,0.00,0.00,0,14.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Forward,Midfielder,Premier League
Manuel Riemann,GER,Bochum,34,1988,33.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Luis Rioja,ESP,Alavés,29,1993,27.8,5,53,15,28.3,1.91,0.54,0.04,0.13,21.6,4,3,4,6.1,3.0,0.06,-1.1,-1.0,Midfielder,Forward,La Liga
Rémy Riou,FRA,Lyon,35,1987,3.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Ligue 1
Rodrigo Riquelme,ESP,Atlético Madrid,23,2000,17.0,3,37,16,43.2,2.18,0.94,0.08,0.19,18.0,0,0,0,2.7,2.7,0.07,+0.3,+0.3,Midfielder,Defender,La Liga
Alberto Risco,ESP,Getafe,17,2005,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Midfielder,La Liga
Mihailo Ristić,SRB,Celta Vigo,27,1995,9.0,0,10,4,40.0,1.11,0.45,0.00,0.00,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Midfielder,Defender,La Liga
Matt Ritchie,SCO,Newcastle Utd,33,1989,1.4,1,6,4,66.7,4.22,2.81,0.17,0.25,12.0,0,0,0,1.0,1.0,0.16,0.0,0.0,Midfielder,Forward,Premier League
Gorka Rivera Alonso,ESP,Getafe,18,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,La Liga
Sergi Roberto,ESP,Barcelona,31,1992,9.6,3,10,4,40.0,1.05,0.42,0.30,0.75,12.5,0,0,0,1.7,1.7,0.17,+1.3,+1.3,Defender,Midfielder,La Liga
Lucas Robertone,ARG,Almería,26,1997,26.5,0,37,13,35.1,1.40,0.49,0.00,0.00,28.1,3,0,0,1.0,1.0,0.03,-1.0,-1.0,,Midfielder,La Liga
Connor Roberts,WAL,Burnley,27,1995,9.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Premier League
Andrew Robertson,SCO,Liverpool,29,1994,18.8,3,12,6,50.0,0.64,0.32,0.25,0.50,12.5,0,0,0,1.9,1.9,0.16,+1.1,+1.1,,Defender,Premier League
Antonee Robinson,USA,Fulham,25,1997,36.3,0,16,7,43.8,0.44,0.19,0.00,0.00,22.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7,,Defender,Premier League
Jack Robinson,ENG,Sheffield Utd,29,1993,32.1,1,14,5,35.7,0.44,0.16,0.07,0.20,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,,Defender,Premier League
Marc Roca,ESP,Betis,26,1996,22.0,2,20,7,35.0,0.91,0.32,0.10,0.29,24.3,0,0,0,1.1,1.1,0.06,+0.9,+0.9,,Midfielder,La Liga
Sebastian Rode,GER,Eint Frankfurt,32,1990,0.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Bundesliga
Sergio Rodelas,ESP,Granada,18,2004,1.4,0,2,0,0.0,1.48,0.00,0.00,0,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Defender,Forward,La Liga
Rodri,ESP,Manchester City,27,1996,32.6,8,62,22,35.5,1.90,0.68,0.13,0.36,20.6,0,0,0,4.1,4.1,0.07,+3.9,+3.9,,Midfielder,Premier League
Rodri,ESP,Betis,23,2000,11.7,0,18,5,27.8,1.54,0.43,0.00,0.00,18.6,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Midfielder,Forward,La Liga
Óscar Rodríguez Arnaiz,ESP,Getafe,25,1998,10.7,2,34,9,26.5,3.16,0.84,0.06,0.22,24.9,4,0,0,1.5,1.5,0.04,+0.5,+0.5,Forward,Midfielder,La Liga
Damián Rodríguez,ESP,Celta Vigo,20,2003,2.9,0,1,0,0.0,0.35,0.00,0.00,0,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,,Midfielder,La Liga
Dani Rodríguez,ESP,Mallorca,35,1988,29.1,2,27,4,14.8,0.93,0.14,0.07,0.50,19.8,0,0,0,1.4,1.4,0.05,+0.6,+0.6,,Midfielder,La Liga
Guido Rodríguez,ARG,Betis,29,1994,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,20.5,0,0,0,0.7,0.7,0.04,+1.3,+1.3,,Midfielder,La Liga
Jay Rodriguez,ENG,Burnley,34,1989,9.1,2,21,7,33.3,2.30,0.77,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7,,Forward,Premier League
Kirian Rodríguez,ESP,Las Palmas,27,1996,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,25.4,2,0,0,2.1,2.1,0.05,+3.9,+3.9,,Midfielder,La Liga
Miguel Rodríguez,ESP,Celta Vigo,20,2003,3.3,0,6,0,0.0,1.80,0.00,0.00,0,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,Midfielder,La Liga
Ricardo Rodríguez,SUI,Torino,30,1992,30.8,1,11,2,18.2,0.36,0.06,0.09,0.50,27.2,2,0,0,0.3,0.3,0.03,+0.7,+0.7,,Defender,Serie A
Rodrygo,BRA,Real Madrid,22,2001,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4,0,1,11.7,10.9,0.13,-1.7,-0.9,,Forward,La Liga
Mads Roerslev,DEN,Brentford,24,1999,22.1,1,7,1,14.3,0.32,0.05,0.14,1.00,14.3,0,0,0,0.9,0.9,0.14,+0.1,+0.1,,Defender,Premier League
Rogério,BRA,Wolfsburg,25,1998,10.1,1,4,2,50.0,0.40,0.20,0.25,0.50,15.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,,Defender,Bundesliga
Morgan Rogers,ENG,Aston Villa,21,2002,7.1,3,11,5,45.5,1.55,0.71,0.27,0.60,14.8,0,0,0,1.4,1.4,0.12,+1.6,+1.6,Forward,Midfielder,Premier League
Merlin Röhl,GER,Freiburg,21,2002,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0,Forward,Midfielder,Bundesliga
Alessio Romagnoli,ITA,Lazio,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.00,0.00,12.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,,Defender,Serie A
Simone Romagnoli,ITA,Frosinone,33,1990,30.2,1,12,1,8.3,0.40,0.03,0.08,1.00,8.8,0,0,0,1.2,1.2,0.10,-0.2,-0.2,,Defender,Serie A
Carlos Romero,ESP,Villarreal,21,2001,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,11.1,0,0,0,0.4,0.4,0.20,-0.4,-0.4,,Defender,La Liga
Cristian Romero,ARG,Tottenham,25,1998,31.0,5,24,9,37.5,0.77,0.29,0.21,0.56,10.5,0,0,0,3.5,3.5,0.14,+1.5,+1.5,,Defender,Premier League
