Player,Nation,Squad,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Position_2,Position,League
Pedro Pereira,POR,Monza,25,1998,9.3,600,22,164,261,179,15,600,11,5,45.5,4,36.4,361,1501,886,20,18,3,6,8,401,69,,Defender,Serie A
Daniel Peretz,ISR,Bayern Munich,23,2000,0.2,17,12,17,0,0,0,17,0,0,0,0,0,11,31,24,0,0,0,0,0,12,0,,Goalkeeper,Bundesliga
Roberto Pereyra,ARG,Udinese,32,1991,20.6,806,36,182,387,253,41,805,40,16,40.0,22,55.0,486,3084,1350,39,21,8,46,27,531,82,Midfielder,Forward,Serie A
Ayoze Pérez,ESP,Betis,30,1993,25.5,1125,19,126,510,513,156,1125,112,50,44.6,54,48.2,700,4465,2436,90,51,41,70,51,799,175,,Forward,La Liga
Carles Pérez,ESP,Celta Vigo,25,1998,8.6,393,9,55,147,200,25,393,37,14,37.8,18,48.6,264,1791,882,34,20,8,20,17,287,66,Defender,Midfielder,La Liga
Francisco Perez,ESP,Valencia,20,2002,22.8,856,16,144,362,374,43,856,101,40,39.6,47,46.5,578,3862,1719,59,29,17,72,42,599,145,Forward,Midfielder,La Liga
Kike Pérez,ESP,Rayo Vallecano,26,1997,9.3,510,14,76,285,155,15,510,33,9,27.3,19,57.6,296,1798,879,17,10,3,30,16,346,42,Forward,Midfielder,La Liga
Nehuén Pérez,ARG,Udinese,23,2000,36.0,1990,249,946,939,133,29,1990,15,9,60.0,5,33.3,998,4824,2854,28,21,1,18,6,1061,24,,Defender,Serie A
Matteo Perez Vinlöf,SWE,Bayern Munich,17,2005,0.2,19,0,9,6,4,0,19,1,0,0.0,1,100.0,9,30,11,0,0,0,1,0,12,1,,Forward,Bundesliga
Simone Perilli,ITA,Hellas Verona,28,1995,1.0,45,32,44,1,0,0,45,0,0,0,0,0,23,110,58,0,0,0,0,0,19,0,,Goalkeeper,Serie A
Mattia Perin,ITA,Juventus,30,1992,2.5,70,57,69,1,0,0,70,0,0,0,0,0,41,255,141,0,0,0,0,0,38,0,,Goalkeeper,Serie A
Samuele Perisan,ITA,Empoli,25,1997,1.0,33,32,33,0,0,0,33,0,0,0,0,0,13,61,53,0,0,0,0,0,12,0,,Goalkeeper,Serie A
Ivan Perišić,CRO,Tottenham,34,1989,1.1,93,3,24,20,49,10,93,7,4,57.1,3,42.9,65,398,277,15,5,6,2,0,74,17,,Forward,Premier League
Romain Perraud,FRA,Nice,25,1997,4.1,300,15,104,120,77,5,300,7,2,28.6,4,57.1,176,947,393,6,6,1,11,2,162,13,Forward,Defender,Ligue 1
Lucas Perrin,FRA,Strasbourg,24,1998,30.3,2122,350,1141,937,58,24,2122,10,5,50.0,4,40.0,1553,9267,5259,17,11,2,15,4,1446,8,,Defender,Ligue 1
Máximo Perrone,ARG,Las Palmas,20,2003,18.0,1492,54,457,901,144,8,1492,24,11,45.8,11,45.8,759,2885,1239,12,11,2,23,14,1141,22,,Midfielder,La Liga
Pavao Pervan,AUT,Wolfsburg,35,1987,9.0,314,279,314,0,0,0,314,0,0,0,0,0,170,784,465,0,0,0,0,0,163,0,,Goalkeeper,Bundesliga
Matteo Pessina,ITA,Monza,26,1997,35.8,2459,89,502,1550,421,31,2454,34,14,41.2,15,44.1,1582,9264,4472,69,66,2,54,18,1773,53,,Midfielder,Serie A
Andrea Petagna,ITA,Cagliari,28,1995,11.1,328,8,26,153,153,39,328,17,11,64.7,4,23.5,180,923,264,11,8,3,31,23,256,56,,Forward,Serie A
Denis Petrić,SRB,Nantes,35,1988,0.3,8,7,8,0,0,0,8,0,0,0,0,0,6,38,16,0,0,0,0,0,4,0,,Goalkeeper,Ligue 1
Njegoš Petrović,SRB,Granada,24,1999,1.7,108,6,20,59,31,1,108,5,3,60.0,2,40.0,67,340,163,3,1,0,5,0,69,3,Forward,Midfielder,La Liga
Đorđe Petrović,SRB,Chelsea,23,1999,22.1,855,755,852,3,0,0,855,0,0,0,0,0,482,2076,1103,0,0,0,1,0,475,0,,Goalkeeper,Premier League
Jens Petter Hauge,NOR,Eint Frankfurt,23,1999,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15,Forward,Midfielder,Bundesliga
Germán Pezzella,ARG,Betis,32,1991,30.7,1779,240,1028,705,53,35,1779,6,3,50.0,3,50.0,974,4522,2271,5,7,0,19,4,1105,1,,Defender,La Liga
Giuseppe Pezzella,ITA,Empoli,25,1997,12.1,707,38,221,305,186,7,707,25,10,40.0,14,56.0,364,2324,1406,44,22,1,11,6,399,36,,Defender,Serie A
Luca Pfeiffer,GER,Darmstadt 98,26,1996,18.0,565,25,66,266,237,59,565,21,7,33.3,9,42.9,278,1365,529,15,14,2,23,19,373,81,Midfielder,Forward,Bundesliga
Patric Pfeiffer,GER,Augsburg,23,1999,5.7,340,36,153,158,31,19,340,1,0,0.0,1,100.0,153,637,299,1,0,0,6,1,184,4,,Defender,Bundesliga
Maximilian Philipp,GER,Freiburg,29,1994,3.6,155,4,22,76,57,14,155,1,0,0.0,1,100.0,94,341,105,3,4,2,8,7,105,28,Midfielder,Forward,Bundesliga
Kalvin Phillips,ENG,West Ham,27,1995,3.4,215,7,43,153,21,1,215,5,1,20.0,4,80.0,110,585,240,3,1,0,4,3,136,4,,Midfielder,Premier League
Kalvin Phillips,ENG,Manchester City,27,1995,1.0,87,3,14,52,23,1,87,3,1,33.3,2,66.7,51,402,221,7,5,1,4,2,57,3,,Midfielder,Premier League
Jaden Philogene Bidace,ENG,Aston Villa,21,2002,0.0,4,0,1,1,2,1,4,0,0,0,0,0,2,39,39,2,1,1,0,0,3,1,,Forward,Premier League
Kamil Piątkowski,POL,Granada,23,2000,5.6,301,43,185,102,15,5,301,1,1,100.0,0,0.0,181,766,406,2,1,0,7,1,191,0,,Defender,La Liga
Roberto Piccoli,ITA,Empoli,22,2001,0.4,10,0,0,4,6,1,10,1,0,0.0,1,100.0,5,12,1,0,0,0,1,0,6,0,,Forward,Serie A
Roberto Piccoli,ITA,Lecce,22,2001,15.3,478,15,57,206,224,77,477,34,13,38.2,19,55.9,265,1364,598,25,12,14,49,31,330,72,,Forward,Serie A
Florian Pick,GER,Heidenheim,27,1995,3.6,237,5,32,80,131,13,237,26,11,42.3,13,50.0,139,929,421,12,6,4,8,7,143,34,Forward,Midfielder,Bundesliga
Jordan Pickford,ENG,Everton,29,1994,38.0,1680,1106,1544,141,0,0,1680,1,1,100.0,0,0.0,904,6014,3889,1,0,0,0,0,773,0,,Goalkeeper,Premier League
Amos Pieper,GER,Werder Bremen,25,1998,6.6,395,45,195,177,27,10,395,0,0,0,0,0,194,983,474,3,3,0,5,0,220,3,,Defender,Bundesliga
Marvin Pieringer,GER,Heidenheim,23,1999,16.8,644,28,99,325,231,64,644,28,10,35.7,13,46.4,309,1734,759,28,24,12,40,21,407,72,Forward,Midfielder,Bundesliga
Santiago Pierotti,ARG,Lecce,22,2001,2.2,110,0,7,56,50,13,110,11,7,63.6,4,36.4,64,322,91,4,3,4,10,5,74,20,Forward,Midfielder,Serie A
Niccolò Pierozzi,ITA,Salernitana,21,2001,9.7,463,46,192,220,53,9,463,2,1,50.0,1,50.0,188,922,401,3,5,0,8,0,217,20,,Defender,Serie A
Ronaël Pierre-Gabriel,FRA,Nantes,25,1998,6.6,376,35,153,146,82,8,376,8,4,50.0,4,50.0,216,1426,659,12,13,0,9,3,202,12,,Defender,Ligue 1
Andrea Pinamonti,ITA,Sassuolo,24,1999,34.2,939,44,76,447,420,144,936,31,12,38.7,16,51.6,454,1591,475,17,11,15,63,37,656,165,,Forward,Serie A
Ethan Pinnock,JAM,Brentford,30,1993,28.0,1768,303,1001,661,113,43,1768,10,6,60.0,3,30.0,922,5095,3160,11,5,1,11,4,1025,16,,Defender,Premier League
Yeremi Pino,ESP,Villarreal,20,2002,5.3,261,8,57,83,126,22,261,17,9,52.9,6,35.3,156,787,333,11,5,8,16,9,166,49,Forward,Midfielder,La Liga
Carlo Pinsoglio,ITA,Juventus,33,1990,0.5,23,22,23,0,0,0,23,0,0,0,0,0,17,61,26,0,0,0,0,0,16,0,,Goalkeeper,Serie A
Lorenzo Pirola,ITA,Salernitana,21,2002,22.1,1280,198,664,567,53,21,1280,6,0,0.0,4,66.7,644,2936,1499,13,7,0,5,5,786,7,,Defender,Serie A
Niccolò Pisilli,ITA,Roma,18,2004,0.1,7,0,0,6,1,0,7,0,0,0,0,0,5,24,10,0,0,0,1,0,6,1,,Midfielder,Serie A
Alassane Pléa,FRA,Gladbach,30,1993,21.3,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157,Midfielder,Forward,Bundesliga
Tommaso Pobega,ITA,Milan,24,1999,3.5,186,17,57,102,30,5,186,6,3,50.0,3,50.0,109,507,258,6,4,1,4,3,114,10,,Midfielder,Serie A
Paul Pogba,FRA,Juventus,30,1993,0.6,43,1,4,25,14,2,43,2,1,50.0,1,50.0,23,108,53,1,1,0,2,0,32,5,,Midfielder,Serie A
Ole Pohlmann,GER,Dortmund,22,2001,0.6,31,1,3,13,15,2,31,2,1,50.0,1,50.0,19,127,32,0,1,1,3,1,20,4,,Midfielder,Bundesliga
Matteo Politano,ITA,Napoli,29,1993,26.2,1550,14,166,555,845,86,1547,83,31,37.3,39,47.0,944,7031,3397,113,80,22,45,24,1155,216,,Forward,Serie A
Sebastian Polter,GER,Darmstadt 98,32,1991,5.0,161,6,11,78,73,23,161,5,2,40.0,3,60.0,80,311,78,5,1,1,16,7,133,26,,Forward,Bundesliga
Julien Ponceau,FRA,Lorient,22,2000,24.9,1471,30,233,771,499,52,1471,85,42,49.4,38,44.7,1139,8029,3775,106,93,14,47,41,1058,152,,Midfielder,Ligue 1
Marin Pongračić,CRO,Lecce,25,1997,35.8,2191,322,1143,1018,60,23,2191,23,15,65.2,4,17.4,1324,10044,5792,45,18,1,15,3,1324,7,,Defender,Serie A
Nick Pope,ENG,Newcastle Utd,31,1992,14.9,434,366,428,5,1,1,434,0,0,0,0,0,217,1147,633,0,0,0,0,0,172,0,,Goalkeeper,Premier League
Pedro Porro,ESP,Tottenham,23,1999,34.3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158,,Defender,Premier League
Portu,ESP,Getafe,31,1992,1.1,36,0,5,4,28,4,36,3,0,0.0,3,100.0,17,184,97,3,4,0,2,1,23,3,,Forward,La Liga
Portu,ESP,Girona,31,1992,13.2,426,4,43,183,207,55,426,19,4,21.1,14,73.7,270,1533,809,32,30,10,23,15,314,96,Forward,Midfielder,La Liga
Stefan Posch,AUT,Bologna,26,1997,26.8,2358,117,852,1158,363,33,2358,26,11,42.3,13,50.0,1410,7113,3253,44,35,4,29,12,1618,64,,Defender,Serie A
Yussuf Poulsen,DEN,RB Leipzig,29,1994,13.5,424,16,44,214,175,62,424,22,12,54.5,7,31.8,257,950,369,11,10,5,25,20,317,78,,Forward,Bundesliga
José Pozo,ESP,Rayo Vallecano,27,1996,0.2,16,0,2,9,5,0,16,0,0,0,0,0,11,47,19,0,1,0,4,0,12,2,,Midfielder,La Liga
Alejandro Pozo Pozo,ESP,Almería,24,1999,10.8,708,28,186,340,184,11,708,14,1,7.1,12,85.7,353,1565,758,22,15,3,16,4,410,62,Midfielder,Defender,La Liga
Beñat Prados,ESP,Athletic Club,22,2001,16.1,990,30,156,614,233,14,990,19,12,63.2,6,31.6,536,2501,1229,23,21,1,19,19,613,30,Defender,Midfielder,La Liga
Matteo Prati,ITA,Cagliari,19,2003,21.9,945,33,217,574,164,22,945,9,4,44.4,5,55.6,407,1611,701,8,9,1,15,7,522,17,,Midfielder,Serie A
Abdón Prats,ESP,Mallorca,30,1992,14.1,376,16,34,171,181,43,376,18,8,44.4,10,55.6,183,830,285,9,9,5,41,10,266,49,Midfielder,Forward,La Liga
Sanjin Prcić,BIH,Strasbourg,29,1993,1.0,54,0,12,33,9,0,54,0,0,0,0,0,40,223,84,0,0,0,1,0,36,0,,Midfielder,Ligue 1
Grischa Prömel,GER,Hoffenheim,28,1995,23.8,1209,54,222,698,297,36,1209,31,12,38.7,15,48.4,672,3350,1408,35,36,1,32,25,841,60,,Midfielder,Bundesliga
Ivan Provedel,ITA,Lazio,29,1994,30.0,1092,925,1075,17,0,0,1092,2,1,50.0,1,50.0,614,3186,1775,0,0,0,1,0,603,0,,Goalkeeper,Serie A
Pubill,ESP,Almería,20,2003,20.9,1250,112,435,555,278,33,1250,65,33,50.8,23,35.4,580,3384,1864,59,42,7,33,14,645,85,,Defender,La Liga
Gustavo Puerta,COL,Leverkusen,20,2003,0.5,53,2,5,38,10,0,53,1,1,100.0,0,0.0,37,186,44,1,1,0,1,0,39,1,Midfielder,Defender,Bundesliga
Antonio Puertas,ESP,Granada,31,1992,8.1,321,3,43,137,148,33,319,31,15,48.4,15,48.4,210,1179,476,18,18,7,24,11,218,46,Forward,Midfielder,La Liga
Arnau Puigmal,ESP,Almería,22,2001,2.8,122,2,20,56,48,2,122,7,2,28.6,4,57.1,76,437,210,4,3,0,7,2,78,17,Defender,Forward,La Liga
Christian Pulisic,USA,Milan,24,1998,28.9,1389,15,113,588,709,128,1389,122,47,38.5,54,44.3,995,7489,3876,131,62,46,70,33,1112,293,Midfielder,Forward,Serie A
George Pușcaș,ROU,Genoa,27,1996,2.1,92,2,2,45,46,17,92,3,1,33.3,2,66.7,58,319,119,5,5,3,10,6,75,17,,Forward,Serie A
Jarell Quansah,ENG,Liverpool,20,2003,13.2,1284,92,521,724,46,8,1284,7,4,57.1,3,42.9,894,4943,2497,13,10,0,3,2,952,1,,Defender,Premier League
Domingos Quina,POR,Udinese,23,1999,0.1,2,0,1,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,Midfielder,Serie A
Adrien Rabiot,FRA,Juventus,28,1995,29.5,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106,,Midfielder,Serie A
Uroš Račić,SRB,Sassuolo,25,1998,9.1,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11,,Midfielder,Serie A
Nemanja Radonjić,SRB,Torino,27,1996,4.2,140,0,9,50,81,15,140,23,10,43.5,11,47.8,92,617,251,11,3,6,15,3,111,24,Forward,Midfielder,Serie A
Nemanja Radonjić,SRB,Mallorca,27,1996,3.9,181,0,18,71,98,19,181,33,21,63.6,11,33.3,110,1035,589,23,8,13,13,5,128,43,Defender,Midfielder,La Liga
Aleksandar Radovanović,SRB,Almería,29,1993,6.3,279,68,177,100,3,2,279,1,0,0.0,1,100.0,110,401,142,0,0,0,2,0,152,1,,Defender,La Liga
Ionuț Radu,ROU,Bournemouth,26,1997,2.0,70,64,70,0,0,0,70,0,0,0,0,0,51,215,101,0,0,0,0,0,40,0,,Goalkeeper,Premier League
Boris Radunović,SRB,Cagliari,27,1996,7.0,238,202,237,1,0,0,238,0,0,0,0,0,113,608,366,0,0,0,1,0,86,0,,Goalkeeper,Serie A
Hamza Rafia,TUN,Lecce,24,1999,13.4,687,16,109,386,198,12,687,30,12,40.0,14,46.7,399,1621,609,15,12,3,29,22,451,37,,Midfielder,Serie A
Abdellah Raihani,MAR,Atlético Madrid,19,2004,0.1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,,Forward,La Liga
Antonio Raillo,ESP,Mallorca,31,1991,24.4,1437,197,743,626,76,41,1437,2,1,50.0,1,50.0,691,4771,2963,24,11,1,10,7,762,4,,Defender,La Liga
Luca Raimund,GER,Stuttgart,18,2005,0.3,34,0,5,10,20,3,34,0,0,0,0,0,18,67,27,0,0,0,2,2,21,2,Midfielder,Forward,Bundesliga
Predrag Rajković,SRB,Mallorca,27,1995,36.0,1325,1084,1304,22,0,0,1325,3,3,100.0,0,0.0,670,3958,2410,0,0,0,1,0,563,0,,Goalkeeper,La Liga
Jesurun Rak Sakyi,ENG,Crystal Palace,20,2002,1.5,77,1,10,19,48,13,77,10,4,40.0,5,50.0,46,252,145,7,3,5,4,3,54,18,Forward,Midfielder,Premier League
Ivan Rakitić,CRO,Sevilla,35,1988,15.8,1251,19,169,685,412,23,1251,20,8,40.0,9,45.0,641,2999,1588,24,21,1,30,5,797,52,,Midfielder,La Liga
Ylber Ramadani,ALB,Lecce,27,1996,33.0,1588,75,434,957,232,6,1588,40,23,57.5,14,35.0,843,4599,1919,36,31,0,35,25,888,14,,Midfielder,Serie A
Largie Ramazani,BEL,Almería,22,2001,17.3,578,11,90,251,263,59,578,74,31,41.9,38,51.4,381,3109,1775,59,41,27,45,33,396,104,Midfielder,Forward,La Liga
Benito Ramírez,ESP,Las Palmas,28,1995,4.3,245,6,32,106,112,10,245,11,2,18.2,9,81.8,150,963,471,13,8,5,10,3,168,46,Midfielder,Forward,La Liga
Sandro Ramírez,ESP,Las Palmas,28,1995,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,,Forward,La Liga
Chris Ramos,ESP,Cádiz,26,1997,29.0,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102,Midfielder,Forward,La Liga
Gonçalo Ramos,POR,Paris S-G,22,2001,15.8,592,17,76,238,282,93,591,21,8,38.1,11,52.4,432,1766,518,11,10,10,37,16,439,88,,Forward,Ligue 1
Sergio Ramos,ESP,Sevilla,37,1986,28.0,1870,289,1000,801,85,29,1870,11,6,54.5,3,27.3,994,5262,2701,11,10,3,13,6,1192,5,,Defender,La Liga
Aaron Ramsdale,ENG,Arsenal,25,1998,6.0,197,140,186,11,0,0,197,0,0,0,0,0,137,697,399,0,0,0,1,0,104,0,,Goalkeeper,Premier League
Aaron Ramsey,ENG,Burnley,20,2003,5.9,228,15,63,102,65,9,228,10,3,30.0,6,60.0,117,514,168,8,5,4,11,10,142,17,Forward,Midfielder,Premier League
Jacob Ramsey,ENG,Aston Villa,22,2001,9.5,433,10,69,178,195,47,433,20,8,40.0,11,55.0,271,1777,836,33,19,11,18,21,314,69,Midfielder,Forward,Premier League
Luca Ranieri,ITA,Fiorentina,24,1999,22.9,1538,120,683,775,89,16,1538,13,4,30.8,8,61.5,937,4601,2808,17,22,0,13,0,1013,5,,Defender,Serie A
Filippo Ranocchia,ITA,Empoli,22,2001,5.3,284,19,69,165,51,4,284,10,6,60.0,2,20.0,158,899,359,5,4,0,12,8,174,11,Defender,Midfielder,Serie A
Grant Ranos,ARM,Gladbach,20,2003,0.5,36,0,1,15,20,4,36,3,1,33.3,2,66.7,20,82,14,0,1,0,2,5,23,4,Forward,Midfielder,Bundesliga
Raphinha,BRA,Barcelona,26,1996,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164,Midfielder,Forward,La Liga
Nicolai Rapp,GER,Werder Bremen,26,1996,0.8,56,7,31,24,1,0,56,0,0,0,0,0,29,144,64,1,0,0,1,1,24,0,,Defender,Bundesliga
Elba Rashani,KVX,Clermont Foot,30,1993,13.1,550,17,93,238,227,42,550,46,17,37.0,26,56.5,403,2377,803,19,16,6,22,22,367,102,Forward,Midfielder,Ligue 1
Marcus Rashford,ENG,Manchester Utd,25,1997,25.2,1024,24,124,345,570,130,1022,109,48,44.0,53,48.6,689,4980,2388,95,51,64,59,38,798,184,,Forward,Premier League
Giacomo Raspadori,ITA,Napoli,23,2000,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,540,2852,895,29,18,12,33,18,689,139,Midfielder,Forward,Serie A
Andrei Ratiu,ROU,Rayo Vallecano,25,1998,7.0,392,22,121,157,116,18,392,29,13,44.8,14,48.3,178,1299,729,28,19,8,14,7,219,25,Midfielder,Defender,La Liga
Raúl,ESP,Osasuna,22,2000,15.1,455,12,35,199,224,64,455,21,6,28.6,13,61.9,221,899,381,16,11,7,36,16,339,68,,Forward,La Liga
David Raum,GER,RB Leipzig,25,1998,30.4,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246,,Defender,Bundesliga
Federico Ravaglia,ITA,Bologna,23,1999,5.9,218,195,214,4,0,0,218,1,1,100.0,0,0.0,132,579,320,0,0,0,1,0,123,0,,Goalkeeper,Serie A
David Raya,ESP,Arsenal,27,1995,32.0,1099,764,1060,39,0,0,1099,0,0,0,0,0,728,3442,1992,0,0,0,1,0,637,0,,Goalkeeper,Premier League
Tim Ream,USA,Fulham,35,1987,16.7,1206,160,585,600,30,7,1206,7,6,85.7,1,14.3,739,4157,2723,11,6,2,6,3,811,3,,Defender,Premier League
Abderrahman Rebbach,ALG,Alavés,24,1998,8.0,343,6,46,102,198,36,343,28,10,35.7,16,57.1,180,1419,763,34,15,18,28,12,196,78,Midfielder,Forward,La Liga
Nathan Redmond,ENG,Burnley,29,1994,1.6,88,3,10,31,50,9,88,6,4,66.7,2,33.3,57,435,291,7,5,1,1,2,67,22,Midfielder,Forward,Premier League
Harrison Reed,ENG,Fulham,28,1995,14.7,883,34,214,488,182,10,883,10,5,50.0,5,50.0,449,1715,590,10,10,1,19,13,603,40,,Midfielder,Premier League
Sergio Reguilón,ESP,Manchester Utd,26,1996,4.6,378,8,70,155,155,9,378,11,3,27.3,4,36.4,184,847,441,11,4,2,8,1,217,38,,Defender,Premier League
Sergio Reguilón,ESP,Brentford,26,1996,12.4,708,55,242,253,228,22,708,26,13,50.0,11,42.3,318,1988,1160,34,25,2,22,5,332,40,,Defender,Premier League
Bobby Reid,JAM,Fulham,30,1993,15.8,671,23,98,301,277,55,671,25,8,32.0,12,48.0,389,1875,900,35,18,11,33,10,475,95,,Forward,Premier League
Tijjani Reijnders,NED,Milan,25,1998,31.3,2022,54,323,1181,533,62,2022,55,35,63.6,17,30.9,1367,9122,4195,88,81,18,40,38,1571,90,,Midfielder,Serie A
Pepe Reina,ESP,Villarreal,40,1982,2.0,73,69,73,0,0,0,73,0,0,0,0,0,47,274,156,0,0,0,0,0,39,0,,Goalkeeper,La Liga
Reinier,BRA,Frosinone,21,2002,11.8,528,10,67,256,211,33,528,18,9,50.0,8,44.4,269,1249,524,10,7,1,22,15,348,42,Forward,Midfielder,Serie A
Rocco Reitz,GER,Gladbach,21,2002,23.7,1377,54,380,758,259,46,1377,52,20,38.5,25,48.1,788,3375,1648,41,29,12,40,30,870,58,,Midfielder,Bundesliga
Álex Remiro,ESP,Real Sociedad,28,1995,36.4,1353,1103,1338,15,0,0,1353,0,0,0,0,0,783,3944,1947,0,0,0,2,0,726,0,,Goalkeeper,La Liga
Guillaume Restes,FRA,Toulouse,18,2005,34.0,990,813,982,8,0,0,990,1,1,100.0,0,0.0,594,3013,1714,0,0,0,1,0,442,0,,Goalkeeper,Ligue 1
Mateo Retegui,ITA,Genoa,24,1999,24.6,685,33,77,307,308,92,684,36,14,38.9,18,50.0,393,1613,386,18,12,8,81,40,503,112,,Forward,Serie A
Marco Reus,GER,Dortmund,34,1989,17.8,907,31,150,404,363,77,907,21,8,38.1,10,47.6,497,2587,1275,31,33,7,42,15,633,89,Forward,Midfielder,Bundesliga
Elvis Rexhbeçaj,GER,Augsburg,25,1997,22.1,936,43,216,513,222,22,935,23,8,34.8,14,60.9,462,2215,910,15,16,3,38,18,492,51,,Midfielder,Bundesliga
Gio Reyna,USA,Nott'ham Forest,20,2002,2.6,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14,Midfielder,Forward,Premier League
Gio Reyna,USA,Dortmund,20,2002,3.1,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19,Forward,Midfielder,Bundesliga
Chadi Riad,MAR,Betis,20,2003,24.0,1426,194,871,532,27,15,1426,0,0,0,0,0,831,3955,1926,4,7,0,9,2,937,1,,Defender,La Liga
Alexsandro Ribeiro,BRA,Lille,23,1999,24.7,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7,,Defender,Ligue 1
Rodrigo Ribeiro,POR,Nott'ham Forest,18,2005,0.2,12,0,1,4,7,2,12,1,0,0.0,1,100.0,7,59,43,2,1,0,0,1,8,1,Forward,Midfielder,Premier League
Samuele Ricci,ITA,Torino,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,,Midfielder,Serie A
Declan Rice,ENG,Arsenal,24,1999,35.8,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64,,Midfielder,Premier League
Chris Richards,USA,Crystal Palace,23,2000,23.3,1195,157,557,568,77,21,1195,1,1,100.0,0,0.0,574,2313,890,1,6,0,7,4,678,1,Midfielder,Defender,Premier League
Amir Richardson,MAR,Reims,21,2002,15.0,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40,,Midfielder,Ligue 1
Richarlison,BRA,Tottenham,26,1997,16.6,652,33,88,248,322,121,652,37,10,27.0,23,62.2,394,1656,712,26,11,17,53,40,459,106,,Forward,Premier League
Marco Richter,GER,Mainz 05,25,1997,8.0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53,Forward,Midfielder,Bundesliga
Diego Rico,ESP,Getafe,30,1993,28.2,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79,,Defender,La Liga
Clemens Riedel,GER,Darmstadt 98,20,2003,8.4,667,49,261,339,73,6,667,8,4,50.0,4,50.0,424,2084,1146,4,10,0,3,2,460,27,,Defender,Bundesliga
Fabian Rieder,SUI,Rennes,21,2002,4.1,255,6,25,159,76,7,255,5,2,40.0,3,60.0,191,989,396,10,6,1,8,3,172,18,,Midfielder,Ligue 1
Jaïro Riedewald,NED,Crystal Palace,26,1996,2.6,138,3,23,79,37,6,138,3,1,33.3,2,66.7,63,243,79,3,0,2,4,2,84,3,Forward,Midfielder,Premier League
Manuel Riemann,GER,Bochum,34,1988,33.0,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0,,Goalkeeper,Bundesliga
Luis Rioja,ESP,Alavés,29,1993,27.8,1123,24,150,382,619,62,1119,71,41,57.7,23,32.4,611,4030,2161,70,51,18,56,20,720,173,Midfielder,Forward,La Liga
Rémy Riou,FRA,Lyon,35,1987,3.0,107,95,106,1,0,0,107,0,0,0,0,0,71,371,214,0,0,0,0,0,45,0,,Goalkeeper,Ligue 1
Rodrigo Riquelme,ESP,Atlético Madrid,23,2000,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166,Midfielder,Defender,La Liga
Alberto Risco,ESP,Getafe,17,2005,1.5,65,1,5,26,34,5,65,4,2,50.0,1,25.0,37,158,84,3,2,0,6,2,51,14,,Midfielder,La Liga
Mihailo Ristić,SRB,Celta Vigo,27,1995,9.0,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42,Midfielder,Defender,La Liga
Matt Ritchie,SCO,Newcastle Utd,33,1989,1.4,125,6,26,42,57,9,125,2,0,0.0,1,50.0,58,293,160,5,5,2,3,1,85,13,Midfielder,Forward,Premier League
